Apoly_gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id	gene_symbol	function_protein
Apoly000246	8541.76702130051	0.68820526624027	0.159577653999633	4.31266689910012	1.61297037368558e-05	0.0016335066459691	g19562	TDH_BOVIN	L-threonine 3-dehydrogenase, mitochondrial {ECO:0000305}
Apoly000262	273.640619219228	-0.518754346682465	0.161794723894097	-3.20625008156642	0.00134477061740749	0.0249723141022731	g19578	RGPA2_MOUSE	Ral GTPase-activating protein subunit alpha-2
Apoly000286	114.516252687986	-0.723214081025917	0.148817686632765	-4.85973204791564	1.17544735287783e-06	0.000298646146782358	g19618	DLGP2_MOUSE	Disks large-associated protein 2 {ECO:0000250|UniProtKB:Q9P1A6}
Apoly000387	16.7867409541581	-0.846589734327295	0.249086459396746	-3.39877862641599	0.000676874788915692	0.0167969167308111	g19754	ERR2_HUMAN	Steroid hormone receptor ERR2 {ECO:0000305}
Apoly000389	208.524765787647	-0.565332242608977	0.163821298266836	-3.45090808454069	0.000558703810259797	0.0150782666137794	g19761	GPT2L_MOUSE	G patch domain-containing protein 2-like
Apoly000414	41.8577702779304	0.546839683740848	0.176903402695968	3.09117674056652	0.00199364928142292	0.0313103336787499	g19791	BBOF1_DANRE	Basal body-orientation factor 1 {ECO:0000250|UniProtKB:Q8ND07}
Apoly000557	316.908302849397	-0.881565521580341	0.168035456608555	-5.24630657941426	1.55178598196416e-07	8.0231418914868e-05	g20000	RCAN3_CHICK	Calcipressin-3
Apoly000577	94.4998543342686	-1.01099856923996	0.275416413969384	-3.67079998853063	0.000241792498734601	0.00874861366968454	g20036	LUZP1_HUMAN	Leucine zipper protein 1
Apoly000612	227.231663316286	-0.548438982312076	0.15602285956698	-3.51511941156695	0.000439556294812133	0.0129669106969579	g20089	STXB6_MOUSE	Syntaxin-binding protein 6
Apoly000632	6.50244174021475	1.14076344317512	0.367012503044367	3.10824136429276	0.00188204294827536	0.0302342582213949	g20119	CIKS_HUMAN	Adapter protein CIKS
Apoly000652	794.225952907719	0.66588031472553	0.11055652396383	6.02298526447323	1.7122903794198e-09	4.00806200415723e-06	g20146	D2HDH_DANRE	D-2-hydroxyglutarate dehydrogenase, mitochondrial
Apoly000682	306.328749866544	-0.859182012430946	0.25516355951392	-3.36718148182156	0.000759406952806507	0.0180035300285184	g20184	DIRA2_MOUSE	GTP-binding protein Di-Ras2
Apoly000709	36.8318084135987	0.57500872447673	0.177750667368438	3.23491738731346	0.00121677931375227	0.023691367743232	g20215	TNF10_HUMAN	Tumor necrosis factor ligand superfamily member 10
Apoly000727	213.177056849873	-0.546105888890109	0.183026600798752	-2.98375146840312	0.00284737950609714	0.0386450019469014	g20240	SPTB2_MOUSE	Spectrin beta chain, non-erythrocytic 1
Apoly000751	454.792853165883	-0.577962751032118	0.11046599466139	-5.23204224796726	1.67647420022425e-07	8.44556118251434e-05	g20284	DTNB_HUMAN	Dystrobrevin beta
Apoly000770	173.747142147773	-0.845303947201085	0.228028645772721	-3.70700770658267	0.000209722563303943	0.00808064799465532	g20305	GRM1_HUMAN	Metabotropic glutamate receptor 1
Apoly000771	119.478415331797	-0.836012114299107	0.234721818571749	-3.56171454100914	0.000368440858089092	0.0114356359223956	g20306	GRM1_HUMAN	Metabotropic glutamate receptor 1
Apoly000824	2277.75620346849	0.553095703795423	0.109447022271679	5.05354729909858	4.33678852010523e-07	0.000167068400106877	g20377	PACS2_HUMAN	Phosphofurin acidic cluster sorting protein 2
Apoly000849	2431.54694300482	0.561962689082788	0.179829354742816	3.12497750929753	0.00177818654840685	0.029382700686753	g20420	RBM25_HUMAN	RNA-binding protein 25
Apoly000879	112.194681436233	-0.649814655716834	0.205454255940851	-3.16281915281381	0.0015624936284383	0.0272873887270464	g20464	TM87A_MOUSE	Transmembrane protein 87A {ECO:0000305}
Apoly000911	26.8590914420073	0.70180593825753	0.193014313265262	3.63603054294232	0.000276871518247629	0.00962777826373657	g20502	SFXN5_MOUSE	Sideroflexin-5 {ECO:0000303|PubMed:11274051}
Apoly000920	81.9976242935993	-0.87853107828795	0.296155772735491	-2.96644927827425	0.00301260048277251	0.0397062605153466	g20539	ATRN_MOUSE	Attractin
Apoly000923	133.055816094876	-0.635361002820369	0.167452826482892	-3.79426860785346	0.00014807930233823	0.00652411900176814	g20544	S4A11_MOUSE	Sodium bicarbonate transporter-like protein 11
Apoly000924	232.619045537698	-0.712174408087467	0.219548691251084	-3.24381076484303	0.00117942074492131	0.0232994460951593	g20546	S4A11_HUMAN	Sodium bicarbonate transporter-like protein 11
Apoly000933	87.3336252373903	-0.662031203965918	0.221328871062354	-2.99116514166562	0.0027791515396259	0.0381219416847811	g20588	LETM1_DANRE	Mitochondrial proton/calcium exchanger protein {ECO:0000305}
Apoly000944	574.763007054911	0.61607923081462	0.155863320100768	3.95268899967173	7.72778477430124e-05	0.0042174385405749	g20600	CDCA4_HUMAN	Cell division cycle-associated protein 4
Apoly000965	236.745505450865	0.652305822883277	0.180852728671066	3.60683428818864	0.000309955466782854	0.0103215170438691	g20638	TF3B_HUMAN	Transcription factor IIIB 90 kDa subunit
Apoly000992	11.7320419440424	-1.44328784720831	0.461544685494671	-3.12708149951166	0.0017655097812944	0.0292714263567709	g20713	FOXA1_XENTR	Forkhead box protein A1
Apoly001036	94.8115326790032	0.814938343569982	0.275990356230462	2.95277833146271	0.00314928019507281	0.0407601501927507	g20775	No_ID	No_Description
Apoly001066	63.7437539900344	-0.686422670465496	0.232650016788194	-2.95045184153336	0.00317309507327195	0.0409066921946024	g20848	AKAP6_HUMAN	A-kinase anchor protein 6
Apoly001070	15.8133739878232	0.934554840673597	0.302407156266346	3.09038599553009	0.00199896527388441	0.031360751676439	g20880	NPAS3_MOUSE	Neuronal PAS domain-containing protein 3
Apoly001086	1400.13516226157	0.610769157173946	0.148105155834892	4.1238885556073	3.72529191489843e-05	0.00266148400916398	g20929	MCA3A_DANRE	Protein-methionine sulfoxide oxidase mical3a
Apoly001088	911.084218771489	0.64120506459355	0.168699236120364	3.80087710732763	0.000144184802871813	0.00648237716709957	g20931	No_ID	No_Description
Apoly001113	411.371599990985	0.856738624628312	0.208470496977473	4.10963967107964	3.96276974245771e-05	0.00276087011099527	g21003	STAB2_HUMAN	Stabilin-2
Apoly001120	38.5466577213278	-0.735692161332519	0.246843322335477	-2.98040131032048	0.00287870979590062	0.0388046067262121	g21014	KCND2_HUMAN	Potassium voltage-gated channel subfamily D member 2
Apoly001126	121.980843288778	-1.25750731794396	0.362497807174529	-3.46900668929706	0.000522386447151369	0.0144147844482906	g21029	CC136_HUMAN	Coiled-coil domain-containing protein 136
Apoly001176	157.140097356103	-0.899939467452699	0.28358615535432	-3.17342525529248	0.00150651686456687	0.0268777271953398	g21101	SHAN3_MOUSE	SH3 and multiple ankyrin repeat domains protein 3
Apoly001208	5.94035877649528	1.12248255655131	0.388670238438383	2.88800748176981	0.0038769065071402	0.0469313506751593	g21156	GUC1A_LITPI	Guanylyl cyclase-activating protein 1
Apoly001229	23.5090124034781	0.605584877658431	0.206463902228967	2.93312715259466	0.00335566431607046	0.0424798561970595	g21198	FOXM1_XENLA	Forkhead box protein M1
Apoly001244	120.478710934102	-0.637884842439468	0.222285484217915	-2.8696648577112	0.00410907068308277	0.0485453467892527	g21229	BTBBA_DANRE	Ankyrin repeat and BTB/POZ domain-containing protein BTBD11-A {ECO:0000250|UniProtKB:P0C7A6}
Apoly001276	109.212100508028	0.507535447735206	0.162426083479443	3.12471640553618	0.00177976554929851	0.0293840787790486	g21272	ZN558_HUMAN	Zinc finger protein 558
Apoly001290	71.9235215168465	-0.539861957148142	0.16806704778248	-3.21218206823538	0.00131730862842516	0.0246722236631737	g21294	GRM8_HUMAN	Metabotropic glutamate receptor 8
Apoly001296	181.570342932029	-0.649094628441918	0.203579078735623	-3.18841519704911	0.00143054964111555	0.0259227594622226	g21302	NAMPT_PIG	Nicotinamide phosphoribosyltransferase
Apoly001297	47.2915816998779	0.597255657705896	0.127653786319469	4.6787147872856	2.88678665354113e-06	0.000520336673230483	g21303	GSAP_HUMAN	Gamma-secretase-activating protein
Apoly001323	103.110420086409	-0.605426166794841	0.20628002698969	-2.93497230745031	0.00333577457045653	0.0422825567650061	g21336	FOXP2_HYLLA	Forkhead box protein P2
Apoly001342	109.483623844659	-0.771975957085882	0.211203893908494	-3.65512180102299	0.000257059905132786	0.00916053152975326	g21367	PLXB2_HUMAN	Plexin-B2
Apoly001369	83.2049391595204	-0.706776165007181	0.215388752508893	-3.28139773676437	0.00103293973327177	0.0214299545296625	g21467	MOT2_HUMAN	Monocarboxylate transporter 2
Apoly001396	58.4663225658335	-1.39964498633009	0.228037336408976	-6.13778869886414	8.36780593051906e-10	2.74003805194847e-06	g21506	WNK1_HUMAN	Serine/threonine-protein kinase WNK1 {ECO:0000305}
Apoly001405	209.655375200375	-1.175179386723	0.276174569981105	-4.25520491189107	2.08857650598809e-05	0.00191748890715645	g21516	CAC1C_MOUSE	Voltage-dependent L-type calcium channel subunit alpha-1C
Apoly001415	317.082508938828	-0.753077327723654	0.217893809798735	-3.45616669156071	0.000547916370872462	0.0149158685340076	g21529	PLXA4_DANRE	Plexin-A4
Apoly001429	521.380796645662	-0.520349609168763	0.160187107763046	-3.24838631794564	0.00116061576049578	0.0230795727190897	g21553	IQEC3_RAT	IQ motif and SEC7 domain-containing protein 3
Apoly001439	33.7440358400832	-0.992168540223376	0.246165497752851	-4.03049391275583	5.56597705103855e-05	0.0033961102832843	g21563	TSN11_BOVIN	Tetraspanin-11
Apoly001441	1826.29579166338	-0.789287820506593	0.238019345178938	-3.31606584293903	0.000912943167480349	0.0199074299794522	g21569	PCLO_RAT	Protein piccolo
Apoly001527	91.0546954978621	-0.643328190812242	0.213422472785263	-3.01434137847111	0.00257537841549502	0.0361934618950148	g21713	PPM1H_HUMAN	Protein phosphatase 1H
Apoly001551	211.059865704023	-0.705524338025799	0.237427149258751	-2.97154028184414	0.00296310000408338	0.0393617483301056	g21748	TRHDE_HUMAN	Thyrotropin-releasing hormone-degrading ectoenzyme
Apoly001587	310.839079172844	-0.838948524298143	0.205781235147906	-4.07689517314416	4.56410563912625e-05	0.00306653275771769	g21801	OSBL8_HUMAN	Oxysterol-binding protein-related protein 8
Apoly001588	196.81983354313	-0.57026349205262	0.164336095783412	-3.47010490503683	0.000520255124874685	0.0143838455930623	g21802	ZDH17_HUMAN	Palmitoyltransferase ZDHHC17 {ECO:0000305}
Apoly001611	115.251737389177	-0.597716325510742	0.15543465440413	-3.84545086037686	0.00012033097841912	0.00565584385885275	g21847	ANO4_BOVIN	Anoctamin-4 {ECO:0000250|UniProtKB:Q32M45}
Apoly001632	71.9354896821769	-0.830018621378801	0.241340857189945	-3.43919645866486	0.000583443664491497	0.0154904292922493	g21880	ANO1_HUMAN	Anoctamin-1
Apoly001664	55.4426965248898	-0.779063171314645	0.240981867076046	-3.23287050916904	0.00122553099932981	0.0237690104085219	g21939	ST4A1_HUMAN	Sulfotransferase 4A1
Apoly001725	219.667803613287	-0.603947444215758	0.202431154273437	-2.98347083176717	0.00284999199050212	0.0386450019469014	g22066	BRAF_HUMAN	Serine/threonine-protein kinase B-raf
Apoly001798	9.67068186065888	0.795879038653708	0.263278320201064	3.02295699108799	0.00250317816294981	0.0357412364589207	g24189	ETAA1_BOVIN	Ewing's tumor-associated antigen 1 homolog {ECO:0000250|UniProtKB:Q9NY74}
Apoly001802	218.179399155809	0.64027370016897	0.14318333775045	4.47170536899261	7.75982896354735e-06	0.00102320375601889	g24194	THIKB_MOUSE	3-ketoacyl-CoA thiolase B, peroxisomal
Apoly001846	491.067875531665	-1.05368006131019	0.264974164999539	-3.97653884978569	6.99255795129434e-05	0.0039477812088816	g24263	CAC1A_HUMAN	Voltage-dependent P/Q-type calcium channel subunit alpha-1A {ECO:0000305}
Apoly001850	30.539599089792	-1.11377822806099	0.301626672032051	-3.69257208110109	0.00022199739064629	0.00835552247898018	g24270	NACC1_HUMAN	Nucleus accumbens-associated protein 1
Apoly001852	477.89488239582	0.638640300555912	0.213090723288072	2.99703474042157	0.00272619643841391	0.0376575371876668	g24272	MA2B1_BOVIN	Lysosomal alpha-mannosidase
Apoly001856	19.1702333467981	-0.925274114058066	0.276159982973698	-3.35050032989824	0.000806657133135293	0.0186044902414726	g24285	PPR29_MOUSE	Protein phosphatase 1 regulatory subunit 29
Apoly001879	20.7308338798663	-0.675871238350944	0.219999587462292	-3.0721477533079	0.00212524499860608	0.0325118866416327	g24320	MGAT3_MOUSE	Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase {ECO:0000305}
Apoly001914	225.283582574907	-0.620531260116273	0.193439061512968	-3.20789015032867	0.00133712560263369	0.0249009542321746	g24364	ELFN1_HUMAN	Protein ELFN1
Apoly001937	1007.45062878377	-0.655934809283134	0.138616683787422	-4.73200477288183	2.22313184543201e-06	0.000441190619870734	g24393	GP108_RAT	Protein GPR108
Apoly002108	1348.33464361593	0.553253626492966	0.182168600451597	3.03704164780015	0.002389124434868	0.0348306199697608	g24638	DDX17_MOUSE	Probable ATP-dependent RNA helicase DDX17
Apoly002141	189.201642648482	-0.574585360840041	0.190028018272372	-3.02368759125023	0.00249714159079574	0.0357329503527777	g24684	VIME_MOUSE	Vimentin
Apoly002215	115.819847770128	0.683072579959488	0.138815320440811	4.92072905058588	8.62224271808206e-07	0.000251636899390237	g24766	KNOP1_HUMAN	Lysine-rich nucleolar protein 1
Apoly002268	160.306350885917	0.7828897949306	0.234046433749073	3.34501911603556	0.000822768994107457	0.0188112198027704	g24823	NXNL1_DANRE	Nucleoredoxin-like protein 1
Apoly002275	33.1653402850092	0.592480574628542	0.177202146670188	3.34352932942329	0.000827199495355492	0.018875712526422	g24832	MB12A_DANRE	Multivesicular body subunit 12A
Apoly002319	1723.16133281233	-0.54626901871157	0.11353791096823	-4.8113358265366	1.49924857996051e-06	0.000323689415939386	g24887	CPLX1_MACFA	Complexin-1
Apoly002370	8.64672040904176	-1.21513378921927	0.320649928152588	-3.78959632462797	0.000150892292541475	0.00660263000347963	g24949	SPHK1_MOUSE	Sphingosine kinase 1
Apoly002387	250.172498602382	-0.528879854342494	0.177797068196968	-2.97462640810583	0.00293345565806058	0.0392332221333671	g24968	EVI5L_HUMAN	EVI5-like protein
Apoly002410	55.386462452846	-1.28041362574542	0.295754676297743	-4.32930982452633	1.49577375112873e-05	0.00153059723377219	g25002	TNR6C_MOUSE	Trinucleotide repeat-containing gene 6C protein
Apoly002517	509.633886096239	-0.742862586447804	0.228760875534456	-3.24733232775162	0.00116492280709014	0.0231184226170706	g25134	PCDH7_HUMAN	Protocadherin-7
Apoly002525	1318.1979711872	-0.79607071666235	0.159238756976032	-4.99922714658073	5.7560562188037e-07	0.000209424512094141	g25142	ANK2_HUMAN	Ankyrin-2
Apoly002590	449.09234504499	-0.719136914622185	0.234714638128602	-3.06387756790936	0.00218488306005043	0.0331217441692307	g25225	CGT_HUMAN	2-hydroxyacylsphingosine 1-beta-galactosyltransferase
Apoly002604	19.5893007967536	-0.871629403047999	0.29007855060298	-3.0048047373243	0.00265751395527714	0.037003668801793	g25252	NK3R_HUMAN	Neuromedin-K receptor
Apoly002622	51.6614943712343	0.536373444193101	0.148869276742862	3.60298280429995	0.000314586347300915	0.0103876940595312	g25280	MTP_MEGAM	Microsomal triglyceride transfer protein {ECO:0000303|PubMed:26210738, ECO:0000312|EMBL:AKN79614.1}
Apoly002716	38.4072049182071	-0.654104509632738	0.216776202053586	-3.01741844093683	0.00254937633114198	0.0360963891673367	g25406	RN150_MOUSE	RING finger protein 150
Apoly002746	51.9054885340144	-0.761183460091274	0.26688936618525	-2.85205615709294	0.00434374260336744	0.0499987490450189	g25458	SLIT1_RAT	Slit homolog 1 protein
Apoly002747	13.1120603984759	-1.27833417799814	0.377209576506655	-3.38892291610626	0.000701677326784992	0.017131462879741	g25462	LCOR_MOUSE	Ligand-dependent corepressor
Apoly002755	4.20347373292058	1.8486976784954	0.527955903238903	3.50161380364158	0.00046244942204661	0.0133810659719437	g25480	NKX23_HUMAN	Homeobox protein Nkx-2.3
Apoly002800	64.070848339233	-1.04673423470286	0.280577418699261	-3.73064318417161	0.000190991560524963	0.00761138172339544	g25540	KCNH1_RAT	Potassium voltage-gated channel subfamily H member 1
Apoly002822	116.369288728572	-0.689974907751922	0.19454078295897	-3.54668515905707	0.000390110497999108	0.0119013989971871	g25583	LRBA_MOUSE	Lipopolysaccharide-responsive and beige-like anchor protein
Apoly002847	32.1884297089277	-0.67301298620864	0.181242081082755	-3.7133373341776	0.000204543953859862	0.00792638079188305	g25624	TLL1_DANRE	Dorsal-ventral patterning tolloid-like protein 1
Apoly002859	69.0231634768127	-0.633428653374242	0.15383838305057	-4.11749422227105	3.83014128576912e-05	0.00270433954347226	g25644	MR1AA_DANRE	Melatonin receptor type 1A-A
Apoly002873	249.356946618437	-0.597833601778952	0.150468553237028	-3.97314647424837	7.09294011501611e-05	0.00398157126970633	g25662	PCD23_HUMAN	Protocadherin-23
Apoly002917	8.15733811185287	-0.85549882351948	0.298646695630334	-2.86458492940575	0.00417556166051299	0.0490653468565184	g25722	No_ID	No_Description
Apoly002929	37.7757167340212	-0.717699470694393	0.242567188561793	-2.9587656720998	0.00308873871413433	0.0402951192009277	g25743	THS7A_HUMAN	Thrombospondin type-1 domain-containing protein 7A
Apoly002973	1016.65044380286	-0.525045647526973	0.163411285294561	-3.21303174735171	0.00131341770651775	0.0246722236631737	g25841	TEN3_DANRE	Teneurin-3
Apoly003063	207.547152830027	-0.8930044658795	0.304154950880475	-2.93601818183268	0.00332454835877235	0.04219470387907	g26028	GRIA2_HUMAN	Glutamate receptor 2
Apoly003217	113.531371019145	-0.577785073956762	0.198800759030761	-2.90635245445596	0.00365669306131785	0.0450709213147502	g38215	LRRN1_BOVIN	Leucine-rich repeat neuronal protein 1
Apoly003219	71.6656242893046	0.836825676832521	0.254569803346389	3.28721500284881	0.00101183549330097	0.0210953076977479	g38218	PIM2_DANRE	Serine/threonine-protein kinase pim-2
Apoly003222	44.7740192745161	-1.18464557021179	0.270135428913444	-4.38537653123378	1.15785318986076e-05	0.00130218765778632	g38222	SC6A8_RAT	Sodium- and chloride-dependent creatine transporter 1
Apoly003225	255.257923272361	-1.00712478195946	0.251904604584003	-3.99804038367077	6.38690561854919e-05	0.00371881566911358	g38227	PLXA3_DANRE	Plexin A3
Apoly003237	20.6127133591447	-1.04785903724774	0.293456835975838	-3.57074332163119	0.000355969599872267	0.0112598786153642	g38252	ITPR3_HUMAN	Inositol 1,4,5-trisphosphate receptor type 3
Apoly003279	104.061829812992	-1.10786538929086	0.239811278797274	-4.61973846621033	3.84224052168059e-06	0.000634357138903013	g38333	SNPH_RAT	Syntaphilin
Apoly003318	465.939550566594	0.655630936772927	0.194015738976393	3.37926675553215	0.00072679449781554	0.0176026520083125	g38404	ZHANG_MOUSE	CREB/ATF bZIP transcription factor
Apoly003319	724.034472464145	-1.11386206544469	0.274864814374583	-4.05239960589038	5.06949800897591e-05	0.00325491592752777	g38406	AT2B3_RAT	Plasma membrane calcium-transporting ATPase 3
Apoly003333	5.47002333046555	-1.05170586214801	0.368373027263387	-2.85500235986615	0.00430365091497569	0.0498254433838908	g38432	PLAL2_HUMAN	Zinc finger protein PLAGL2
Apoly003364	119.587131004411	-0.585152298957365	0.184523274502338	-3.17115713741547	0.00151832986327185	0.026922948396843	g38479	OSBL2_HUMAN	Oxysterol-binding protein-related protein 2
Apoly003365	507.255429411884	-1.33598136189399	0.283969952049877	-4.70465749016761	2.54292503510595e-06	0.000480573989330654	g38481	BSN_HUMAN	Protein bassoon {ECO:0000305}
Apoly003370	165.806665309351	-0.788027755160732	0.211922775992861	-3.71846655683332	0.000200435821750109	0.00784454699188127	g38489	SEM3A_RAT	Semaphorin-3A
Apoly003379	61.9667618295013	-1.21520219708791	0.246565820692343	-4.92851034127799	8.28589496407313e-07	0.000251636899390237	g38504	CELR3_RAT	Cadherin EGF LAG seven-pass G-type receptor 3
Apoly003415	49.2970740369873	-0.810616944439185	0.268131395925748	-3.0232078628482	0.00250110383570516	0.0357412364589207	g38573	STK35_HUMAN	Serine/threonine-protein kinase 35
Apoly003423	25.1209616395419	0.629893419474515	0.195891785142697	3.21551727662122	0.00130209656813277	0.0246624059697482	g38595	S38A3_HUMAN	Sodium-coupled neutral amino acid transporter 3
Apoly003458	115.762224992746	-0.93838432422796	0.28251168707336	-3.32157700783646	0.000895102781023862	0.0196360219202901	g38652	AJAP1_XENTR	Adherens junction-associated protein 1
Apoly003468	1475.49077437607	-0.561424463529217	0.188538853596477	-2.97776534024553	0.00290358194682748	0.0390196132074689	g38663	MINT_HUMAN	Msx2-interacting protein
Apoly003499	282.990978622381	-0.702200172669175	0.232880038566422	-3.01528708510967	0.00256736121787873	0.0361934618950148	g38704	MTOR_HUMAN	Serine/threonine-protein kinase mTOR
Apoly003513	453.459005606808	0.609014304585273	0.184829232134023	3.29501073803988	0.000984179189920965	0.0207398104622769	g38723	MIC10_HUMAN	MICOS complex subunit MIC10 {ECO:0000305}
Apoly003532	61.6689977647777	-0.603761118754105	0.177107583631277	-3.40900771370177	0.000651996360974715	0.0165287387149293	g38743	TBC25_HUMAN	TBC1 domain family member 25
Apoly003542	17.726627928301	-1.10962815341826	0.293277088502801	-3.78354872207368	0.000154608042148644	0.0066907141059348	g38756	VDRA_DANRE	Vitamin D3 receptor A
Apoly003565	43.8443519583115	-1.06848134664164	0.277004790681492	-3.85726667041731	0.000114662046688799	0.00549454934462156	g38791	OPRX_HUMAN	Nociceptin receptor
Apoly003577	85.8564989277564	-0.789892792731049	0.193617236548643	-4.07966153639737	4.51013201527455e-05	0.00305553667945169	g38821	DNJC5_XENLA	DnaJ homolog subfamily C member 5 {ECO:0000250|UniProtKB:Q9H3Z4}
Apoly003585	20.5811153731104	-0.780141422355089	0.239949188174266	-3.25127760710948	0.00114887618277488	0.022915705952262	g38834	NTR1_HUMAN	Neurotensin receptor type 1
Apoly003607	172.291665040104	-0.528630089195441	0.135118458222763	-3.91234547928245	9.14040229726111e-05	0.0047010859668662	g38879	GD1L1_HUMAN	Ganglioside-induced differentiation-associated protein 1-like 1
Apoly003625	42.1799947990664	-1.20131226292023	0.326282970255611	-3.68181110396023	0.000231582973083825	0.00858473711731683	g38900	G0S2_MOUSE	G0/G1 switch protein 2
Apoly003635	2056.68592847943	0.664767948329503	0.133259513248616	4.98852151057519	6.08431377770416e-07	0.000213461629983131	g38915	No_ID	No_Description
Apoly003654	89.2076921846982	-0.560950826633111	0.169855175452671	-3.30252419532201	0.000958188211672989	0.0204847919420449	g38940	ACAP3_HUMAN	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 3
Apoly003671	631.707907802013	0.64208843805671	0.198023468474642	3.24248657496337	0.00118491530669721	0.023373525131205	g38960	PSS_BACSU	CDP-diacylglycerol--serine O-phosphatidyltransferase
Apoly003779	400.450490303595	-0.915256668143676	0.247224173715459	-3.70213258027544	0.000213794841377191	0.00822001418500524	g39095	CMTA1_HUMAN	Calmodulin-binding transcription activator 1
Apoly003785	412.477971917355	0.595727468536491	0.15677169355424	3.79996831717826	0.000144714588368712	0.00648375659328899	g39102	P2012_DANRE	N-fatty-acyl-amino acid synthase/hydrolase PM20D1.2 {ECO:0000305}
Apoly003806	1155.2135362715	-0.864703771409175	0.276975148906891	-3.12195435157923	0.00179654792643989	0.0294877001760774	g39124	SYT1_PONAB	Synaptotagmin-1
Apoly003810	163.624570341219	-0.754230992778704	0.209260355491109	-3.60427081856291	0.000313030526335754	0.0103760842021472	g39129	GRM4_MACFA	Metabotropic glutamate receptor 4
Apoly003814	2268.27282135464	-0.615283694395395	0.166278151643411	-3.70032796440323	0.000215321010327215	0.00824641693937387	g39134	PACN1_DANRE	Protein kinase C and casein kinase substrate in neurons protein 1
Apoly003835	112.678190095291	-0.681674925085837	0.209179209150987	-3.25880821450949	0.00111881273344055	0.0225912782876737	g39161	ASIC1_OPSTA	Acid-sensing ion channel 1
Apoly003846	125.01895753943	0.686085318915366	0.216260064677846	3.17250121948034	0.0015113192460907	0.0268899408550323	g39173	ST1S3_DANRE	Cytosolic sulfotransferase 3
Apoly003978	121.519029212545	-0.68197289004926	0.191688687541127	-3.55771067556056	0.000374101034457627	0.0115596594867807	g39348	B4GT5_MOUSE	Beta-1,4-galactosyltransferase 5
Apoly004021	1153.68400647268	-0.614744599045806	0.139847514883645	-4.39582068767745	1.10355006699069e-05	0.00129145167491397	g39409	VAS1_BOVIN	V-type proton ATPase subunit S1
Apoly004088	1895.17713472684	-0.579750804425065	0.116536001468894	-4.9748643948438	6.52933311403164e-07	0.000225055802967333	g39489	LFG2_HUMAN	Protein lifeguard 2
Apoly004091	328.420346045484	-1.0402058473344	0.284612900244088	-3.65480920380736	0.000257373309127287	0.00916053152975326	g39494	LRP1_CHICK	Low-density lipoprotein receptor-related protein 1
Apoly004106	711.759683000692	-0.752967488174914	0.204584165686135	-3.68047783976638	0.000232797291276584	0.00861349977723359	g39509	SHH_CHICK	Sonic hedgehog protein
Apoly004114	11.1333357654112	-0.723468057465163	0.233168836703021	-3.10276479350721	0.0019172194810733	0.0305642355852062	g39521	C1GTA_DANRE	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-A
Apoly004117	134.399908152396	-0.608713911616984	0.182211564706171	-3.34069855883504	0.000835679012276745	0.0189154211453931	g39525	Z385A_HUMAN	Zinc finger protein 385A
Apoly004120	34.1269003454711	-0.731411368780725	0.214060950732011	-3.41683696292838	0.000633532076462912	0.0162493534024371	g39530	C1QL3_MOUSE	Complement C1q-like protein 3
