Apoly_gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id	gene_symbol	function_protein
Apoly000285	95.4427473198436	1.05073008407807	0.244838075990633	4.29153055474211	1.7744578021257e-05	0.000673660566612427	g19616	No_ID	No_Description
Apoly000296	738.939931047102	0.699307574923127	0.195793307865474	3.57166229299118	0.000354722626549915	0.00395081374366563	g19630	IFI27_HUMAN	Interferon alpha-inducible protein 27, mitochondrial {ECO:0000305}
Apoly000305	99.7776159445219	-0.628071264000113	0.212140103269392	-2.96064371762155	0.00306996850962064	0.0161834374318531	g19640	NLS1B_DANRE	Sodium-dependent lysophosphatidylcholine symporter 1-B
Apoly000313	483.108230934693	0.665777345813506	0.157679728079078	4.2223395101215	2.41779548863879e-05	0.000780069554473317	g19649	TM39B_DANRE	Transmembrane protein 39B
Apoly000315	202.897813513519	-0.500922252737637	0.17215569313925	-2.90970483521832	0.0036177023718045	0.0180332197058859	g19651	KLH28_HUMAN	Kelch-like protein 28
Apoly000321	579.49332929562	0.569599355308525	0.182438341838136	3.12214718446569	0.00179537155799677	0.0113165431504532	g19660	ANR63_HUMAN	Ankyrin repeat domain-containing protein 63 {ECO:0000312|HGNC:HGNC:40027}
Apoly000325	402.035554571498	0.720580543510063	0.18245217893759	3.94942141938763	7.83403232068654e-05	0.00156147630348865	g19665	PP14B_RAT	Protein phosphatase 1 regulatory subunit 14B
Apoly000334	46.2764943289876	-0.711262323380176	0.239979175938929	-2.96385017823872	0.00303816166570448	0.0160459038295957	g19677	ZB182_XENLA	Zinc finger and BTB domain-containing protein 18.2
Apoly000355	60.328135114829	-0.652111602911065	0.26102857660611	-2.49823835914754	0.0124812239521898	0.0426392987286859	g19710	TSP1_XENLA	Thrombospondin-1
Apoly000371	8.77328191754566	0.810158844799582	0.29931174138683	2.70673927138907	0.0067947598218697	0.0277539805031755	g19731	VSX2_ORYLA	Visual system homeobox 2
Apoly000372	99.9158243675811	0.941053441012861	0.280540763288762	3.35442675061175	0.000795296060168761	0.00665184405880615	g19733	LIN52_ONCMY	Protein lin-52 homolog
Apoly000399	820.767062949357	0.966513953825586	0.263755877885081	3.66442621705932	0.000247893686262535	0.00318532848528452	g19775	ACYP1_PIG	Acylphosphatase-1
Apoly000402	68.267976811936	0.883613613579299	0.260514598075011	3.39180076705289	0.000694349092075907	0.00610648013071412	g19779	CLC4M_SYMSY	C-type lectin domain family 4 member M
Apoly000411	48.6912161780752	0.520411492347903	0.194814106872279	2.67132345138172	0.007555280500187	0.0299694318568896	g19788	ACBP4_ARATH	Acyl-CoA-binding domain-containing protein 4
Apoly000422	193.019731403279	0.597208232156922	0.15329348545136	3.89584874007197	9.78554479250615e-05	0.0017752225165131	g19800	S35F4_MOUSE	Solute carrier family 35 member F4
Apoly000429	111.981957410896	0.896696088810154	0.237746609379099	3.77164617048366	0.000162174112476923	0.00247186562283484	g19816	MT21D_HUMAN	Protein-lysine methyltransferase METTL21D
Apoly000440	222.394778388895	0.62353697821935	0.158640713189006	3.9304978254634	8.47701602838733e-05	0.00163925131800911	g19834	OTUB2_MOUSE	Ubiquitin thioesterase OTUB2
Apoly000441	152.779403975992	0.53593928102132	0.177803748679127	3.01421811971187	0.00257642502231257	0.0143987192080787	g19835	ASB2_MOUSE	Ankyrin repeat and SOCS box protein 2
Apoly000449	110.420658485538	0.689050619581314	0.251674812951366	2.73786085902234	0.00618402337868547	0.0259776581828166	g19843	PLK4_DANRE	Serine/threonine-protein kinase PLK4
Apoly000453	83.5668253401957	0.60526842949662	0.248057164868959	2.44003606917125	0.0146857955213369	0.047502769938707	g19847	SCUB1_MOUSE	Signal peptide, CUB and EGF-like domain-containing protein 1
Apoly000454	150.627218994301	1.02371825994248	0.266359702369752	3.84336763720132	0.000121357464584457	0.00205013766697406	g19848	CFA99_HUMAN	Cilia- and flagella-associated protein 99 {ECO:0000312|HGNC:HGNC:51180}
Apoly000457	122.131998950782	0.843501617468734	0.221952707456455	3.8003664255108	0.000144482283139401	0.00229478045015344	g19851	TACC3_XENLA	Transforming acidic coiled-coil-containing protein 3
Apoly000466	288.599215026317	0.556379241145681	0.177219885780211	3.13948538391287	0.00169244857225145	0.0108523293404126	g19860	DHRS7_HUMAN	Dehydrogenase/reductase SDR family member 7
Apoly000467	170.112519730478	-0.708207317988296	0.173414328108162	-4.08390313369363	4.42854972104111e-05	0.00108218552698128	g19861	PPM1A_HUMAN	Protein phosphatase 1A
Apoly000476	288.281198941685	0.546166765450886	0.186882618704565	2.92251237293662	0.00347219825253309	0.01754134200759	g19873	HTRA2_MOUSE	Serine protease HTRA2, mitochondrial
Apoly000485	76.6416467662979	0.512361461382814	0.169809582045471	3.01727061106372	0.00255062002611658	0.0143013788964362	g19883	RUSD2_MOUSE	RNA pseudouridylate synthase domain-containing protein 2
Apoly000489	117.227232491145	-0.619630219079399	0.237723791127963	-2.60651328223965	0.00914692763009942	0.0341069818084197	g19887	BAHD1_MOUSE	Bromo adjacent homology domain-containing 1 protein
Apoly000501	33.0653206185501	0.619176687058541	0.248822782244699	2.4884244178639	0.0128310507292743	0.0433967384537877	g19900	KTU_ORYLA	Protein kintoun {ECO:0000255|HAMAP-Rule:MF_03069}
Apoly000520	3162.99540461209	0.736296498169103	0.175959623599254	4.18446279383963	2.85841256529455e-05	0.000849610161427262	g19951	SNX14_HUMAN	Sorting nexin-14
Apoly000523	387.283931458894	0.523419007578894	0.131244193428158	3.98813078054695	6.65959499351664e-05	0.0014074175902461	g19954	ORC3_HUMAN	Origin recognition complex subunit 3
Apoly000534	163.819898665532	0.589319854100934	0.22374344980923	2.63390885678845	0.00844081426470876	0.0322702233622754	g19967	ZN593_XENTR	Zinc finger protein 593
Apoly000537	386.48635561145	0.501949762835541	0.130797716751377	3.83760340243292	0.00012424092427529	0.00207564748234407	g19970	RLF_HUMAN	Zinc finger protein Rlf
Apoly000544	30.8431956221622	0.51394571723152	0.205965334427262	2.49530203060954	0.0125849958404398	0.0428670966153121	g19983	IOD3_XENLA	Thyroxine 5-deiodinase
Apoly000547	72.9115819141123	0.521427990730708	0.184525127551902	2.82578312042648	0.00471651863359733	0.0215953021659955	g19988	WDR25_HUMAN	WD repeat-containing protein 25
Apoly000553	52.2269122030051	0.66299106516951	0.226823541777247	2.92293762796722	0.00346745967472116	0.0175264163183037	g19995	IQCC_BOVIN	IQ domain-containing protein C
Apoly000557	316.908302849397	-0.644518810094515	0.169340965378222	-3.80604190282596	0.000141208469001633	0.00227031324916127	g20000	RCAN3_CHICK	Calcipressin-3
Apoly000577	94.4998543342686	-0.922085737947835	0.278474870823656	-3.31119908672745	0.000928970913700646	0.00728924882035167	g20036	LUZP1_HUMAN	Leucine zipper protein 1
Apoly000585	84.2958139876709	0.682963949220423	0.220512352325899	3.09716867112758	0.00195378670126067	0.0119663097543684	g20045	DPOE2_BOVIN	DNA polymerase epsilon subunit 2
Apoly000586	365.834610078554	0.812811953214342	0.210873635517177	3.85449774800384	0.000115967450954483	0.00197607329479856	g20046	KLDC1_MOUSE	Kelch domain-containing protein 1
Apoly000614	129.84387159333	-0.551950313117757	0.162856751482546	-3.38917673411233	0.000701028119475621	0.00614870511756139	g20092	DDHD1_BOVIN	Phospholipase DDHD1
Apoly000616	64.3140218466478	0.588849654935235	0.182206272895861	3.23177487567505	0.00123023937101677	0.0087226679618789	g20096	BMP4_HUMAN	Bone morphogenetic protein 4
Apoly000630	42.7085357922409	-0.554891717431068	0.166589789374138	-3.33088672190381	0.000865698230615739	0.00697922574349915	g20116	FYNA_DANRE	Tyrosine-protein kinase fyna
Apoly000639	657.195108848412	-0.518909294754148	0.21476378134993	-2.4161862465471	0.0156840366252587	0.0495887138037427	g20127	MYO10_HUMAN	Unconventional myosin-X
Apoly000644	2467.58549530614	0.670746529040205	0.171140087494197	3.91928354636928	8.88125815789941e-05	0.0016826429993081	g20132	TRA2B_RAT	Transformer-2 protein homolog beta
Apoly000648	21.8741156348118	-0.677512437338591	0.224339334682964	-3.02003408495461	0.00252746240220415	0.0142202330515764	g20136	UGGG1_HUMAN	UDP-glucose:glycoprotein glucosyltransferase 1
Apoly000649	167.442398929756	-0.508892314409349	0.192396748985749	-2.64501514236628	0.00816872614449224	0.0315927091655195	g20138	H6S1A_DANRE	Heparan-sulfate 6-O-sulfotransferase 1-A
Apoly000668	162.865901918846	0.695992566371477	0.170885687107667	4.07285465594883	4.64404070631903e-05	0.00111678663105324	g20169	TPGS1_HUMAN	Tubulin polyglutamylase complex subunit 1
Apoly000670	214.645674367266	-0.79510519375104	0.258145592388172	-3.08006496022386	0.00206955451116006	0.012440974712221	g20171	GNAQ_MOUSE	Guanine nucleotide-binding protein G(q) subunit alpha
Apoly000671	47.7723421505756	-0.738601553012403	0.250342303309624	-2.95036653113676	0.00317397145615373	0.0165760279635971	g20172	AES_HUMAN	Amino-terminal enhancer of split
Apoly000676	342.869424649815	0.746437712573099	0.175209841680937	4.2602499118308	2.0419845195378e-05	0.000719608454031838	g20177	YJU2_HUMAN	Splicing factor YJU2 {ECO:0000255|HAMAP-Rule:MF_03226}
Apoly000682	306.328749866544	-0.876276534678962	0.25596973589171	-3.42335992036839	0.000618521214293071	0.0056598494254973	g20184	DIRA2_MOUSE	GTP-binding protein Di-Ras2
Apoly000700	531.366916801513	0.66404649665584	0.18806304904454	3.53097804182985	0.000414026117158114	0.00439695736421917	g20204	HLTF_HUMAN	Helicase-like transcription factor
Apoly000711	106.175262813456	-0.911541155721888	0.224709793909294	-4.05652615252649	4.98079876743557e-05	0.0011726638306797	g20219	P2R3A_HUMAN	Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit alpha
Apoly000712	14.6770943689321	-0.782126966501759	0.256939094208764	-3.04401698352014	0.00233441961392693	0.0134313340060373	g20221	FND3B_HUMAN	Fibronectin type III domain-containing protein 3B
Apoly000715	141.189519544433	-0.749999003388286	0.220378160316412	-3.40323651995034	0.000665926066530009	0.00592011286385298	g20224	TNIK_HUMAN	TRAF2 and NCK-interacting protein kinase
Apoly000728	3.1161212823346	-1.42975965071868	0.564113680332839	-2.53452398083148	0.0112600219721412	0.0395823316669635	g20241	No_ID	No_Description
Apoly000745	494.914104963731	0.78463227959063	0.205481699852284	3.81850198900771	0.000134264502135922	0.00219458791469588	g20273	MBIP1_MOUSE	MAP3K12-binding inhibitory protein 1
Apoly000746	100.836590252918	-0.555326589408919	0.180496519275257	-3.07666093306789	0.00209333268255334	0.0125304648420562	g20279	KS6A5_CHICK	Ribosomal protein S6 kinase alpha-5
Apoly000751	454.792853165883	-0.554818575244109	0.111273982839071	-4.98605838569209	6.16235292906854e-07	0.000109073646844513	g20284	DTNB_HUMAN	Dystrobrevin beta
Apoly000760	563.28806979461	-0.892265799021261	0.366829520523154	-2.43237184877803	0.0150002986226854	0.0480925044125164	g20295	TULP4_MOUSE	Tubby-related protein 4
Apoly000763	51.4297075088905	0.604651622688012	0.234739853750824	2.57583709381471	0.00999977471177691	0.036389252410128	g20298	CC170_HUMAN	Coiled-coil domain-containing protein 170
Apoly000781	54.9203410221587	0.622333008678543	0.223709704014373	2.78187757397667	0.0054045423255466	0.0237492827264625	g20320	ANR66_HUMAN	Ankyrin repeat domain-containing protein 66
Apoly000784	41.8519592865595	0.605895939900059	0.249094131665406	2.43239748704287	0.0149992367362133	0.0480925044125164	g20323	CENPO_XENTR	Centromere protein O
Apoly000788	50.4739079537416	0.540986836801714	0.198421149072144	2.72645753404551	0.00640181897524854	0.0265968571382339	g20328	COQ8A_DANRE	Atypical kinase COQ8A, mitochondrial {ECO:0000305}
Apoly000796	62.8354018468788	1.09347856907985	0.242159140867684	4.51553703552875	6.31565072448852e-06	0.000369525215722614	g20337	AFAD_HUMAN	Afadin
Apoly000819	367.523953771248	-0.778327381251428	0.226228926941435	-3.44044146685502	0.000580766041423632	0.00544125437093472	g20371	GMFB_PONAB	Glia maturation factor beta
Apoly000825	333.745167856938	0.526347328850351	0.135948164821276	3.87167660219844	0.000108089301112151	0.00189180666886517	g20379	DCAF5_MOUSE	DDB1- and CUL4-associated factor 5
Apoly000835	153.488831229043	0.702319856576969	0.198042412919266	3.54631033940834	0.000390665840934768	0.00421031913156631	g20405	NUSAP_DANRE	Nucleolar and spindle-associated protein 1
Apoly000839	451.394015114543	0.66666535678516	0.15030943797123	4.43528607240727	9.19501025426634e-06	0.000454971965145107	g20409	GOGA5_DANRE	Golgin subfamily A member 5
Apoly000849	2431.54694300482	0.711866175352324	0.179828237808829	3.95858950755604	7.53936867012059e-05	0.00153020334806372	g20420	RBM25_HUMAN	RNA-binding protein 25
Apoly000866	46.3922935482903	0.816905519505875	0.316598870774018	2.58025405305051	0.00987276538404186	0.0360204682451756	g20446	TCB_FLV	Viral T-cell receptor beta chain-like T17T-22
Apoly000879	112.194681436233	-0.836661625131005	0.206987737277349	-4.04208305349963	5.29784600406803e-05	0.00122024361596629	g20464	TM87A_MOUSE	Transmembrane protein 87A {ECO:0000305}
Apoly000888	503.039556333477	0.577400625058736	0.159302170286981	3.62456220162321	0.000289451352839104	0.00351807085419299	g20473	MARC1_DANRE	Mitochondrial amidoxime-reducing component 1
Apoly000890	58.9180015267225	-0.68953743719736	0.22239883236496	-3.10045439476867	0.00193223966557568	0.0118744800467831	g20475	DCA10_DANRE	DDB1- and CUL4-associated factor 10
Apoly000894	195.107199905991	0.611881258489556	0.166153414088505	3.68262826163551	0.000230841658222733	0.00304794762036428	g20479	RN145_HUMAN	RING finger protein 145 {ECO:0000305}
Apoly000899	91.8434877913934	0.887610192262473	0.281751133592697	3.15033405879961	0.00163083871437569	0.0105746165746994	g20484	CMLO_XENTR	Probable N-acetyltransferase camello
Apoly000901	339.006015570943	0.817718683625101	0.190062651713995	4.30236385871118	1.68985503707617e-05	0.000657937460429476	g20488	ALMS1_HUMAN	Alstrom syndrome protein 1
Apoly000905	278.138979991938	0.733991098994668	0.193715292169242	3.78901991048495	0.000151242793172568	0.00235643707966808	g20493	RT26_MOUSE	28S ribosomal protein S26, mitochondrial
Apoly000920	81.9976242935993	-0.848266450711973	0.297778327461894	-2.84865073271837	0.00439050500766422	0.0205822600538246	g20539	ATRN_MOUSE	Attractin
Apoly000924	232.619045537698	-0.680404507702384	0.221936621290169	-3.0657604128018	0.00217117215756793	0.0128369002045552	g20546	S4A11_HUMAN	Sodium bicarbonate transporter-like protein 11
Apoly000928	7.11802435672743	1.15879466489678	0.40361920032237	2.87100976358719	0.00409162887018965	0.0195973262829391	g20553	CFAD_PIG	Complement factor D
Apoly000933	87.3336252373903	-0.649040304824285	0.221540161215203	-2.92967334348832	0.0033931849756738	0.0173023371962271	g20588	LETM1_DANRE	Mitochondrial proton/calcium exchanger protein {ECO:0000305}
Apoly000934	214.48739964453	-0.500975947258558	0.200115165181106	-2.5034381917291	0.0122993161031434	0.042182650733816	g20589	NSD2_HUMAN	Histone-lysine N-methyltransferase NSD2
Apoly000954	226.450346875739	0.809330840485257	0.192292324155823	4.20885671873943	2.5666607437848e-05	0.000808732455400882	g20622	MARK3_HUMAN	MAP/microtubule affinity-regulating kinase 3
Apoly000956	95.7297217837861	0.867562523852985	0.192149359837199	4.51504248875999	6.33040724465506e-06	0.000369525215722614	g20624	TRM61_HUMAN	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A
Apoly000957	51.757070505985	-0.760051839394064	0.262944426174093	-2.89054174090324	0.0038457845576365	0.018758224727876	g20627	BAG5_CHICK	BAG family molecular chaperone regulator 5
Apoly000960	60.6457738688311	-0.617772541365546	0.200903410804237	-3.07497288817815	0.00210521689799668	0.0125679721649774	g20633	ZFY21_HUMAN	Zinc finger FYVE domain-containing protein 21
Apoly000975	5.39620145849307	-1.26458893450717	0.414508653841594	-3.05081431421801	0.00228221667462841	0.0132228900584085	g20675	KCNH5_HUMAN	Potassium voltage-gated channel subfamily H member 5
Apoly000979	137.826684257612	-0.660293456189393	0.268218250257575	-2.46177676409156	0.013825068639561	0.0456122793554079	g20689	SYT16_HUMAN	Synaptotagmin-16
Apoly000980	302.596567278406	0.587892091553103	0.165461112621073	3.55305293334663	0.000380787834153689	0.00413562110426618	g20691	SNPC1_MACFA	snRNA-activating protein complex subunit 1
Apoly000986	184.124008112014	0.658819075934849	0.179962173075431	3.66087530882784	0.000251355070417317	0.0032129948396155	g20702	CINP_XENLA	Cyclin-dependent kinase 2-interacting protein
Apoly000987	186.774485535839	0.609366319393705	0.176254151788278	3.45731611545636	0.000545584444208598	0.00524674379606771	g20703	No_ID	No_Description
Apoly000988	694.635738933266	0.814900502295653	0.191233787907083	4.26127888389471	2.03260396810203e-05	0.000719041313200783	g20704	DKC1_CHICK	H/ACA ribonucleoprotein complex subunit DKC1
Apoly000992	11.7320419440424	-1.2304453061377	0.460052410522379	-2.67457636998481	0.00748237320916404	0.02976436251072	g20713	FOXA1_XENTR	Forkhead box protein A1
Apoly000999	37.8090851222231	0.96361057058693	0.263714689944029	3.65398897873853	0.000258197355404747	0.00326855891858058	g20722	HAUS2_HUMAN	HAUS augmin-like complex subunit 2
Apoly001008	20.2124453574	-0.923543321583445	0.245777667988839	-3.75763725459948	0.000171525287436214	0.00254144594438861	g20732	MABP1_HUMAN	Mitogen-activated protein kinase-binding protein 1
Apoly001009	33.3367355237178	-0.581282870188663	0.211250315642392	-2.75163077707618	0.00592993374262071	0.0252230803726497	g20733	MABP1_HUMAN	Mitogen-activated protein kinase-binding protein 1
Apoly001011	82.578347670875	-0.602276928516011	0.197377183665382	-3.05140096403982	0.00227776175981191	0.0132174909659479	g20736	MABP1_XENLA	Mitogen-activated protein kinase-binding protein 1
Apoly001016	107.597007426294	0.909645388434277	0.212068857743996	4.28938693833291	1.79166991944373e-05	0.000677953335984719	g20743	JMJD7_MOUSE	Bifunctional peptidase and (3S)-lysyl hydroxylase Jmjd7 {ECO:0000250|UniProtKB:P0C870}
Apoly001019	82.5057507907749	-0.628736253755998	0.237405372906596	-2.64836573013605	0.00808819714298562	0.0313862945424133	g20748	DACT1_DANRE	Dapper homolog 1
Apoly001020	471.952888096757	0.730097635222115	0.201435293550418	3.62447723213596	0.000289546524722862	0.00351807085419299	g20749	TALD3_DANRE	Protein TALPID3
Apoly001029	1820.83416263747	0.621347097562879	0.160076571109396	3.88156176295312	0.00010378778468946	0.00183704378900343	g20763	4F2_RAT	4F2 cell-surface antigen heavy chain
Apoly001036	94.8115326790032	0.778833494541626	0.275290292015169	2.82913534233423	0.00466739561522952	0.0214303158804427	g20775	No_ID	No_Description
Apoly001037	185.653491766465	0.864723986355332	0.193741009208143	4.46329865777838	8.07074355625049e-06	0.000418341066406959	g20776	HIKES_XENTR	Protein Hikeshi
Apoly001039	521.800310357259	-0.554457125130889	0.214511826287018	-2.58473919470073	0.00974526819084615	0.0356581884005413	g20779	HECD1_HUMAN	E3 ubiquitin-protein ligase HECTD1
Apoly001046	404.822371871023	1.19302794061891	0.279829365170527	4.263412240141	2.01328593601125e-05	0.000718737698046756	g20789	SCFD1_HUMAN	Sec1 family domain-containing protein 1
Apoly001053	253.170037824767	0.778968158062624	0.230385192217551	3.38115549252423	0.000721816836317496	0.00627632144201267	g20827	EAPP_MOUSE	E2F-associated phosphoprotein
Apoly001057	52.4636402665731	0.712576736054691	0.195825683451417	3.63883186053824	0.000273877534288547	0.00339059351995405	g20831	TM187_HUMAN	Transmembrane protein 187
Apoly001061	220.798585220828	1.174058450991	0.250804862386935	4.68116303574568	2.85251964050541e-06	0.000240529842819785	g20836	DTD2_HUMAN	D-aminoacyl-tRNA deacylase 2 {ECO:0000305}
Apoly001063	228.113459086804	0.704135449037263	0.222439420490889	3.1655155704117	0.00154808376134527	0.0102132980722467	g20839	DTD2_DANRE	D-aminoacyl-tRNA deacylase 2 {ECO:0000305}
Apoly001064	854.442646343264	1.0227848438945	0.216700028755896	4.71981868099622	2.3605496115836e-06	0.000215710317296665	g20840	NUBPL_MOUSE	Iron-sulfur protein NUBPL
Apoly001065	486.895035070805	-0.586991920811109	0.193814427704879	-3.028628610172	0.00245666485563017	0.0139376536005099	g20843	RHG05_HUMAN	Rho GTPase-activating protein 5
Apoly001066	63.7437539900344	-0.660013018197191	0.235223499917267	-2.80589744829633	0.00501766587307329	0.0226157562303902	g20848	AKAP6_HUMAN	A-kinase anchor protein 6
Apoly001084	157.83909481654	-0.732860659434207	0.291276048228757	-2.51603475085135	0.0118683480039714	0.0410523650059906	g20927	K1549_MOUSE	UPF0606 protein KIAA1549
Apoly001094	1941.81632249701	0.667831672888946	0.172471029200268	3.87213827148606	0.000107884716987589	0.00189180666886517	g20941	ARF4_BOVIN	ADP-ribosylation factor 4
Apoly001096	86.7081307480208	-0.539128252640887	0.196200321994872	-2.74784591156266	0.00599881938110066	0.0254028109885144	g20949	KCNA5_MUSPF	Potassium voltage-gated channel subfamily A member 5
Apoly001107	1114.52713216931	0.835831665770516	0.154237912507338	5.41910644525061	5.98976486510108e-08	2.73676535592188e-05	g20997	NUP50_RAT	Nuclear pore complex protein Nup50
