ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0007205,protein kinase C-activating G protein-coupled receptor signaling pathway,10/4823,12/18215,6.4125833014439e-05,0.00306055112114368,0.00275526306444815,g21132/g24506/g16976/g33425/g36586/g3548/g3874/g30746/g29013/g2868,10
GO:0005886,plasma membrane,57/4823,140/18215,0.000165980376518366,0.00696019616681116,0.00626592096019691,g24462/g25134/g25252/g25662/g38504/g39164/g39249/g15822/g35122/g35606/g26253/g27691/g27877/g27888/g32689/g33310/g22402/g22406/g22411/g41254/g37140/g37143/g37530/g7329/g7353/g7715/g7716/g7718/g17769/g17770/g18207/g18529/g18831/g18865/g455/g555/g10204/g6501/g30802/g30862/g31236/g31444/g31524/g31525/g31538/g31547/g31551/g31552/g31554/g31566/g31574/g31642/g30185/g30196/g30250/g28730/g1817,57
GO:0005085,guanyl-nucleotide exchange factor activity,41/4823,93/18215,0.000179435255344119,0.00696019616681116,0.00626592096019691,g20367/g21344/g24417/g24630/g39311/g39419/g15932/g11899/g12330/g13243/g34473/g36317/g32939/g33141/g33817/g34291/g22883/g40830/g41247/g41523/g37399/g37495/g4925/g13763/g14089/g14627/g7085/g7342/g7661/g18394/g18620/g418/g616/g8622/g9320/g6041/g6291/g31109/g31513/g31657/g29657,41
GO:0006816,calcium ion transport,27/4823,54/18215,0.000185605231114964,0.00696019616681116,0.00626592096019691,g20393/g24913/g38251/g38252/g38253/g13246/g35657/g35658/g35659/g37390/g37391/g37392/g37393/g37394/g37395/g37396/g37397/g15031/g7681/g7933/g17470/g1264/g8621/g6748/g28360/g2017/g2020,27
GO:0004890,GABA-A receptor activity,14/4823,22/18215,0.000276360216143287,0.0090680695922016,0.00816353533212736,g19152/g19170/g38655/g41322/g41325/g41327/g7116/g7117/g7692/g7694/g11132/g2618/g2620/g2622,14
GO:0043547,positive regulation of GTPase activity,14/4823,22/18215,0.000276360216143287,0.0090680695922016,0.00816353533212736,g24758/g39215/g16493/g35757/g26749/g40941/g41934/g37187/g37190/g4485/g8363/g8827/g8828/g2505,14
GO:0006813,potassium ion transport,60/4823,152/18215,0.000307677400072209,0.0095018020610535,0.00855400325897348,g20674/g20675/g20949/g21014/g21062/g24467/g25070/g25540/g38234/g38237/g39395/g39428/g39429/g16245/g12075/g34665/g34784/g34882/g34987/g35153/g26371/g26627/g27266/g27378/g27449/g33104/g34108/g22943/g23311/g23850/g23924/g41621/g36947/g37009/g3887/g4468/g4499/g13894/g14263/g14947/g7484/g7562/g17551/g17793/g17908/g18888/g498/g631/g735/g736/g843/g8968/g10393/g5540/g5897/g6411/g29482/g29854/g2022/g2887,60
GO:0006260,DNA replication,28/4823,59/18215,0.00043155820179119,0.0125871142189097,0.0113315574622365,g20045/g21124/g21157/g24940/g38746/g12125/g13515/g35887/g26573/g27635/g33184/g22704/g40245/g40260/g40564/g41251/g37801/g13830/g7293/g7576/g18781/g10023/g10025/g5781/g31175/g31426/g28370/g2512,28
GO:0005887,integral component of plasma membrane,57/4823,149/18215,0.0010566712709601,0.0287181578512711,0.02585353959944,g21192/g21467/g38614/g39225/g39618/g39627/g16708/g12492/g12660/g34510/g34650/g34862/g35138/g35142/g35960/g27315/g27701/g27904/g22200/g23068/g23163/g23237/g40792/g41242/g36759/g36997/g37432/g37462/g37463/g3809/g4370/g4377/g4428/g7150/g7703/g7759/g8353/g17667/g8558/g8968/g9001/g9521/g9636/g10605/g10814/g10908/g11107/g30990/g31430/g31908/g31912/g29320/g28272/g28407/g29003/g2155/g2864,57
GO:0005249,voltage-gated potassium channel activity,40/4823,97/18215,0.0010940250610008,0.0287181578512711,0.02585353959944,g20674/g20675/g20949/g21014/g24467/g25540/g38234/g38237/g39395/g39428/g39429/g16245/g34665/g34784/g34882/g34987/g35153/g26371/g27266/g22943/g23311/g23850/g23924/g41621/g37009/g3887/g4499/g7484/g17551/g18888/g498/g735/g736/g8968/g10393/g5897/g6411/g29482/g29854/g2022,40
GO:0003723,RNA binding,90/4823,256/18215,0.00126743915444862,0.0305044945027972,0.027461690289235,g19570/g19883/g20227/g20704/g21137/g21310/g21775/g21828/g24271/g25065/g25728/g25902/g39293/g39588/g16522/g12609/g12991/g34424/g34539/g35009/g35084/g35156/g35271/g35395/g26650/g27264/g27471/g27695/g32569/g33495/g33537/g33910/g34174/g34367/g22354/g22408/g22625/g22842/g40297/g40503/g40979/g41856/g41978/g36405/g36517/g36639/g36749/g37192/g37352/g37353/g37607/g13968/g14628/g7499/g7745/g7748/g7809/g8332/g8339/g17472/g17488/g18269/g18332/g222/g472/g979/g1229/g8607/g8620/g8663/g8667/g8668/g8942/g9919/g10801/g5865/g6507/g6536/g6709/g30772/g31392/g32186/g32287/g30019/g30084/g30425/g28405/g28984/g2302/g2578,90
GO:0000398,mRNA splicing, via spliceosome,15/4823,27/18215,0.00127828357916484,0.0305044945027972,0.027461690289235,g25561/g35752/g35858/g36002/g34330/g22354/g41958/g41978/g37352/g37353/g7590/g7809/g11310/g5865/g2302,15
GO:0006270,DNA replication initiation,8/4823,11/18215,0.00178292387223745,0.0406971753445506,0.036637657603415,g25861/g12303/g35887/g27635/g13830/g10023/g10025/g31175,8
GO:0004435,phosphatidylinositol phospholipase C activity,13/4823,23/18215,0.00218516633613367,0.0478005136029241,0.0430324423212289,g38619/g39368/g34915/g33472/g37684/g3933/g14144/g18778/g616/g1205/g10245/g29967/g28361,13
GO:0035556,intracellular signal transduction,104/4823,308/18215,0.00257564913351468,0.0540886318038083,0.0486933246714986,g19327/g19719/g19835/g20279/g20820/g21132/g22009/g22066/g24417/g24506/g24835/g24915/g25302/g25577/g38619/g39164/g39368/g39419/g15932/g16493/g16698/g16976/g12015/g12122/g13032/g13243/g13256/g13521/g13523/g13524/g34915/g34924/g34928/g35455/g26391/g26749/g26948/g26983/g27086/g27284/g27799/g32689/g33141/g33349/g33425/g33470/g33472/g33613/g33670/g34036/g22425/g22752/g22883/g41247/g41645/g41934/g36586/g37399/g37495/g37509/g37684/g37989/g3548/g3874/g3933/g4180/g4775/g4925/g14143/g14144/g15027/g7307/g7342/g7661/g17771/g18353/g18429/g18620/g18778/g18940/g616/g1205/g1352/g8622/g8934/g9115/g10245/g5369/g5794/g6292/g6501/g30746/g31222/g29657/g29834/g29967/g28078/g28361/g28496/g28600/g29013/g1817/g2187/g2868,104
GO:0003899,DNA-directed 5'-3' RNA polymerase activity,14/4823,26/18215,0.00274504350797581,0.0554287631418193,0.0498997787482243,g25147/g15637/g17111/g12889/g34082/g41574/g13897/g13920/g18322/g1222/g6279/g31449/g31979/g28855,14
GO:0005003,ephrin receptor activity,12/4823,21/18215,0.00285594279064104,0.0555322209291314,0.0499929166860752,g38614/g35830/g35960/g27315/g27496/g40792/g36759/g4362/g4370/g8558/g11107/g5096,12
GO:0007269,neurotransmitter secretion,9/4823,14/18215,0.00330609315921287,0.0619892467352414,0.0558058582137812,g21223/g21455/g39222/g13004/g34869/g34871/g14376/g14377/g10153,9
GO:0070588,calcium ion transmembrane transport,30/4823,72/18215,0.00361259867415998,0.0654004932391031,0.0588768350162553,g21516/g21541/g24263/g25703/g38252/g38253/g38406/g39166/g39557/g39859/g13246/g13406/g34860/g35659/g35916/g27013/g37394/g37397/g37455/g15008/g15238/g7405/g7933/g1264/g8621/g9574/g9576/g31515/g28000/g2409,30
GO:0003824,catalytic activity,156/4823,490/18215,0.00425693796930213,0.0744964144627872,0.0670654437970756,g19562/g19671/g19789/g19861/g19927/g20146/g20473/g20474/g20763/g21372/g21451/g21540/g21586/g21713/g21734/g22033/g24194/g24272/g24737/g24757/g25272/g25467/g26077/g39194/g39222/g39277/g39462/g39690/g39715/g39742/g39857/g16084/g16143/g16587/g16871/g12194/g12213/g12242/g12318/g12325/g12359/g12870/g13004/g34425/g34809/g34848/g35390/g35582/g35720/g35851/g35906/g36235/g26499/g26565/g26645/g27048/g27163/g27192/g27334/g27618/g33051/g33444/g33832/g33902/g34360/g22337/g22380/g22460/g22470/g22621/g22776/g22783/g23119/g23877/g40540/g41275/g41437/g41527/g41708/g36534/g36628/g36630/g37365/g37441/g37956/g37988/g3775/g3779/g4159/g4483/g4655/g4841/g13708/g13831/g14616/g14863/g15115/g15233/g7030/g7090/g7213/g7729/g17444/g17587/g17729/g17951/g18094/g18096/g18356/g18941/g330/g359/g546/g904/g1236/g1537/g8544/g8756/g8845/g8859/g9060/g9251/g9437/g9471/g9581/g9915/g9916/g10167/g10204/g10458/g10660/g10868/g10975/g10997/g5825/g5883/g6577/g31224/g31446/g31609/g32282/g29694/g30223/g30265/g30418/g28385/g28388/g28617/g28705/g28717/g1816/g2117/g2148/g2313/g2711/g2929,156
GO:0005488,binding,125/4823,385/18215,0.00483132824025947,0.0816470080560465,0.0735027701597291,g19268/g19362/g19369/g19578/g20207/g20779/g21775/g21879/g24758/g24878/g24922/g25193/g25583/g38253/g38704/g39438/g39670/g39684/g15685/g15820/g16098/g16412/g16511/g16522/g16793/g17024/g11687/g12279/g12283/g12424/g12606/g13265/g34449/g35328/g26303/g26378/g26379/g27566/g27570/g27695/g27721/g27790/g32887/g33894/g33959/g34172/g22622/g40759/g41121/g41472/g41707/g41762/g41814/g36407/g36429/g36789/g36800/g36981/g37187/g37190/g37303/g37514/g37871/g37937/g3519/g3930/g4148/g4464/g4485/g4800/g4913/g13845/g13961/g14746/g14894/g7037/g7042/g7287/g7300/g7396/g7526/g7599/g18150/g18302/g18330/g18479/g18588/g18678/g418/g787/g1277/g1459/g8735/g8942/g8975/g9324/g9377/g9802/g10310/g11183/g11185/g11267/g11442/g5147/g5992/g5993/g5994/g6483/g30801/g31230/g31518/g32002/g29745/g29775/g29777/g29835/g28112/g28353/g28645/g28948/g1922/g1943/g2434/g2505/g2877,125
GO:0043022,ribosome binding,7/4823,10/18215,0.00497657953865426,0.0816470080560465,0.0735027701597291,g20227/g20588/g12308/g13265/g34508/g37303/g30425,7
GO:0009451,RNA modification,9/4823,15/18215,0.00633175060285176,0.10073239595446,0.0906844025735387,g19883/g20704/g21310/g25902/g35009/g35084/g35395/g35720/g8620,9
GO:0008017,microtubule binding,47/4823,128/18215,0.0068390700636238,0.105603287747132,0.0950694259618294,g19697/g20179/g38426/g39694/g39828/g39829/g16058/g16112/g16120/g16483/g16699/g12607/g12822/g34824/g35381/g26572/g27128/g27151/g22250/g22817/g23461/g23660/g23661/g23664/g40312/g41035/g41121/g41275/g41891/g37858/g14668/g8391/g17998/g18161/g688/g1267/g9071/g10456/g10994/g11143/g5517/g5519/g5520/g5561/g29515/g2507/g3009,47
GO:0006281,DNA repair,43/4823,116/18215,0.00778246460468017,0.116736969070203,0.105092529548914,g21137/g24757/g24855/g24874/g24940/g25272/g38746/g39194/g39277/g15599/g15676/g16059/g16460/g12290/g12429/g12634/g35158/g27397/g33184/g33629/g34002/g23463/g41708/g41979/g37523/g4430/g14557/g14809/g8294/g17729/g18077/g18356/g18504/g688/g966/g989/g8568/g10458/g11143/g5781/g31120/g31465/g29694,43
GO:0008076,voltage-gated potassium channel complex,26/4823,64/18215,0.00951686912346712,0.138787674717229,0.124943691123881,g20949/g21014/g24467/g38234/g38237/g39395/g39428/g39429/g16245/g34665/g34784/g34987/g35153/g26371/g23311/g23850/g23924/g17908/g18888/g498/g735/g736/g10393/g5897/g6411/g29854,26
GO:0019882,antigen processing and presentation,11/4823,21/18215,0.0101328992814486,0.142227574392665,0.128040462962018,g35879/g35880/g17569/g1477/g31631/g28507/g28513/g29090/g29091/g3264/g3265,11
GO:0005388,calcium transmembrane transporter activity, phosphorylative mechanism,7/4823,11/18215,0.0105654769548837,0.142227574392665,0.128040462962018,g21541/g38406/g13246/g34860/g35916/g7933/g8621,7
GO:0007416,synapse assembly,7/4823,11/18215,0.0105654769548837,0.142227574392665,0.128040462962018,g38481/g15843/g15844/g15845/g35051/g35052/g10153,7
GO:0045202,synapse,9/4823,16/18215,0.0111003672285052,0.145692319874131,0.131159602252601,g21569/g38481/g15845/g35051/g26684/g26685/g37448/g4428/g2155,9
GO:0007399,nervous system development,18/4823,41/18215,0.0118139261820079,0.151275884037906,0.136186209389514,g24685/g25136/g34738/g35713/g36228/g32966/g22200/g36997/g4723/g4788/g4823/g14189/g7759/g549/g9071/g9110/g2689/g2737,18
GO:0005230,extracellular ligand-gated ion channel activity,30/4823,78/18215,0.0135872420740815,0.169840525926018,0.152899039881267,g19152/g19170/g24589/g26026/g38655/g38730/g16788/g34030/g41322/g41325/g41327/g37535/g4561/g7116/g7117/g7692/g7694/g18404/g343/g11132/g11196/g30990/g31451/g31453/g31455/g31456/g31588/g2618/g2620/g2622,30
GO:0009982,pseudouridine synthase activity,8/4823,14/18215,0.0147432668106503,0.173641050943687,0.156320464909705,g19883/g20704/g21310/g25902/g35009/g35084/g35395/g8620,8
GO:0051539,4 iron, 4 sulfur cluster binding,8/4823,14/18215,0.0147432668106503,0.173641050943687,0.156320464909705,g26025/g35720/g41708/g13921/g766/g999/g6604/g31463,8
GO:0000413,protein peptidyl-prolyl isomerization,11/4823,22/18215,0.0154852259693669,0.173641050943687,0.156320464909705,g19570/g39804/g11615/g12022/g35006/g35028/g17799/g493/g9223/g11046/g29956,11
GO:0003755,peptidyl-prolyl cis-trans isomerase activity,11/4823,22/18215,0.0154852259693669,0.173641050943687,0.156320464909705,g19570/g39804/g11615/g12022/g35006/g35028/g17799/g493/g9223/g11046/g29956,11
GO:0006396,RNA processing,23/4823,57/18215,0.0155450083701967,0.173641050943687,0.156320464909705,g19001/g19249/g19346/g20704/g21002/g24526/g25012/g39715/g12991/g35009/g27264/g33495/g40540/g37607/g7499/g222/g8607/g8859/g10292/g10629/g30019/g28405/g2578,23
GO:0008081,phosphoric diester hydrolase activity,28/4823,73/18215,0.0173934926974801,0.190241326378689,0.171264873271241,g38619/g39368/g16197/g34842/g34915/g26892/g33472/g33852/g23463/g40864/g41345/g36621/g37103/g37684/g37953/g3933/g4585/g14143/g14144/g14632/g18778/g616/g1205/g9192/g10245/g29967/g28139/g28361,28
GO:0005158,insulin receptor binding,9/4823,17/18215,0.0181148112676691,0.194087263582169,0.174727180648408,g24607/g17271/g11693/g7551/g10202/g28771/g28972/g2265/g2450,9
GO:0034993,meiotic nuclear membrane microtubule tethering complex,7/4823,12/18215,0.0196081680633573,0.205885764665252,0.185348788640999,g20666/g10469/g10471/g10472/g10473/g10474/g10969,7
GO:0005089,Rho guanyl-nucleotide exchange factor activity,37/4823,103/18215,0.0217155284400185,0.223542204529603,0.201244009691813,g20367/g21634/g24417/g39419/g39827/g39926/g15647/g15932/g16698/g12330/g13243/g35948/g32939/g33141/g22883/g24015/g40024/g41247/g37135/g37495/g37980/g37981/g4925/g7182/g7342/g7661/g18620/g8622/g9115/g9320/g5794/g6041/g31016/g31932/g29657/g1880/g1890,37
GO:0016592,mediator complex,11/4823,23/18215,0.0227024186398207,0.22920711126742,0.206343845531973,g12866/g33177/g41204/g37870/g3774/g14037/g8649/g31472/g31892/g30195/g28893,11
GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,23/4823,59/18215,0.0240672573705137,0.236647934567501,0.213042451370041,g25105/g38614/g15893/g16708/g11787/g12492/g35830/g35960/g27315/g27496/g23058/g23068/g40792/g41950/g36759/g4362/g4370/g4403/g8558/g9001/g11107/g5096/g2201,23
GO:0035023,regulation of Rho protein signal transduction,38/4823,107/18215,0.0243409304126572,0.236647934567501,0.213042451370041,g20367/g21634/g24417/g39419/g39827/g39926/g15647/g15932/g16698/g12330/g13243/g35948/g26409/g32939/g33141/g22883/g24015/g40024/g41247/g37135/g37495/g37980/g37981/g4925/g7182/g7342/g7661/g18620/g8622/g9115/g9320/g5794/g6041/g31016/g31932/g29657/g1880/g1890,38
GO:0034968,histone lysine methylation,6/4823,10/18215,0.0260988293751617,0.240383954771226,0.216405805899309,g13428/g35660/g34353/g30805/g1603/g1821,6
GO:0043395,heparan sulfate proteoglycan binding,6/4823,10/18215,0.0260988293751617,0.240383954771226,0.216405805899309,g27179/g27181/g22440/g4619/g31171/g32005,6
GO:0051225,spindle assembly,6/4823,10/18215,0.0260988293751617,0.240383954771226,0.216405805899309,g20722/g7335/g8580/g28222/g28394/g28657,6
GO:0005540,hyaluronic acid binding,10/4823,21/18215,0.0303656505301471,0.265699442138787,0.239196089263791,g21003/g16480/g34445/g41583/g3539/g9295/g9296/g6361/g31897/g1868,10
GO:0008021,synaptic vesicle,10/4823,21/18215,0.0303656505301471,0.265699442138787,0.239196089263791,g21223/g21455/g39064/g39222/g13004/g13349/g34869/g34871/g22521/g9287,10
GO:0018024,histone-lysine N-methyltransferase activity,10/4823,21/18215,0.0303656505301471,0.265699442138787,0.239196089263791,g20589/g12306/g13428/g35660/g34353/g7014/g6642/g30805/g1603/g1821,10
GO:0005635,nuclear envelope,7/4823,13/18215,0.0329086686258071,0.281285835156236,0.253227749343659,g20666/g10469/g10471/g10472/g10473/g10474/g10969,7
GO:0017154,semaphorin receptor activity,12/4823,27/18215,0.0332185176755936,0.281285835156236,0.253227749343659,g21367/g21529/g38082/g38227/g38260/g38762/g38765/g38775/g35432/g26562/g4279/g29543,12
GO:0008168,methyltransferase activity,29/4823,80/18215,0.0344852975240282,0.287377479366902,0.258711755861131,g24196/g25230/g15543/g34712/g26646/g32894/g34174/g34175/g22450/g23228/g37607/g37768/g3892/g4258/g4431/g4817/g7489/g17703/g18723/g222/g10993/g31587/g30084/g27960/g27969/g28115/g28702/g2312/g2582,29
GO:0051260,protein homooligomerization,27/4823,74/18215,0.0371837424354605,0.299190254629937,0.269346214193167,g20949/g21014/g38234/g39395/g39428/g39429/g16245/g34665/g34784/g34987/g35153/g22826/g23030/g23311/g23850/g23924/g41256/g36405/g7141/g18888/g196/g735/g996/g8754/g10393/g5897/g29854,27
GO:0001522,pseudouridine synthesis,8/4823,16/18215,0.0376124891534778,0.299190254629937,0.269346214193167,g19883/g20704/g21310/g25902/g35009/g35084/g35395/g8620,8
GO:0006289,nucleotide-excision repair,8/4823,16/18215,0.0376124891534778,0.299190254629937,0.269346214193167,g39277/g16001/g12535/g40489/g8923/g10465/g5793/g31120,8
GO:0004707,MAP kinase activity,9/4823,19/18215,0.0407593173572886,0.313171965956467,0.281933258575346,g21475/g38697/g12025/g22333/g37179/g712/g1026/g8973/g31655,9
GO:0042613,MHC class II protein complex,9/4823,19/18215,0.0407593173572886,0.313171965956467,0.281933258575346,g35879/g35880/g1477/g28507/g28513/g29090/g29091/g3264/g3265,9
GO:0008033,tRNA processing,11/4823,25/18215,0.0439345147903392,0.313171965956467,0.281933258575346,g19357/g24271/g13101/g34619/g22431/g40503/g37956/g14433/g681/g1537/g6577,11
GO:0009116,nucleoside metabolic process,11/4823,25/18215,0.0439345147903392,0.313171965956467,0.281933258575346,g24979/g15589/g16871/g27095/g33051/g33902/g41439/g37583/g4483/g30236/g2281,11
GO:0071526,semaphorin-plexin signaling pathway,11/4823,25/18215,0.0439345147903392,0.313171965956467,0.281933258575346,g21367/g21529/g38082/g38227/g38260/g38762/g38765/g38775/g35432/g26562/g29543,11
GO:0008092,cytoskeletal protein binding,14/4823,34/18215,0.0443107287147623,0.313171965956467,0.281933258575346,g15935/g12483/g35714/g32796/g33802/g33973/g23955/g4274/g17997/g10428/g10999/g5398/g5406/g5408,14
GO:0004725,protein tyrosine phosphatase activity,40/4823,118/18215,0.0445040487205108,0.313171965956467,0.281933258575346,g21064/g21486/g21877/g25115/g25153/g38229/g38245/g38713/g38964/g15566/g17272/g12323/g12898/g13255/g34997/g35793/g33706/g33973/g34148/g41029/g7361/g7683/g8434/g17928/g18727/g18757/g310/g731/g1492/g8717/g9261/g9343/g10486/g10845/g11293/g5228/g29749/g30618/g28889/g2072,40
GO:0006885,regulation of pH,6/4823,11/18215,0.0447388522794952,0.313171965956467,0.281933258575346,g33249/g23995/g41339/g7160/g5450/g31290,6
GO:0015385,sodium:proton antiporter activity,6/4823,11/18215,0.0447388522794952,0.313171965956467,0.281933258575346,g33249/g23995/g41339/g7160/g5450/g31290,6
GO:0006470,protein dephosphorylation,46/4823,139/18215,0.0490059602804759,0.338528015095393,0.304760057699912,g19861/g21064/g21486/g21713/g21877/g25115/g25153/g38229/g38245/g38713/g38964/g15566/g16623/g17272/g12323/g12898/g34425/g34852/g34997/g27163/g33706/g33973/g34148/g22783/g22854/g41029/g36534/g7030/g7361/g7683/g8326/g8434/g17928/g18727/g18757/g310/g731/g1492/g8717/g9261/g9343/g10486/g10845/g11293/g30618/g2072,46
GO:0005911,cell-cell junction,7/4823,14/18215,0.0510740704409639,0.348232298461118,0.313496344880284,g20337/g35990/g26599/g37555/g10731/g30802/g29506,7
GO:0000226,microtubule cytoskeleton organization,17/4823,44/18215,0.0523457981499943,0.352327487548038,0.317183041421693,g20179/g20405/g20622/g25136/g25155/g16120/g16483/g23660/g23661/g23664/g40312/g7802/g18161/g9071/g30397/g30399/g28344,17
GO:0003684,damaged DNA binding,8/4823,17/18215,0.0549437583853077,0.35658437162696,0.321015303980963,g39277/g16001/g16059/g40489/g4430/g1013/g8923/g31120,8
GO:0003746,translation elongation factor activity,8/4823,17/18215,0.0549437583853077,0.35658437162696,0.321015303980963,g20227/g26903/g36749/g5457/g5459/g5461/g31448/g30425,8
