ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0008324,cation transmembrane transporter activity,1/360,15/18215,0.258843910975667,0.581557816160293,0.553303995132263,g35735,1
GO:0019901,protein kinase binding,1/360,15/18215,0.258843910975667,0.581557816160293,0.553303995132263,g31094,1
GO:0042254,ribosome biogenesis,1/360,15/18215,0.258843910975667,0.581557816160293,0.553303995132263,g35451,1
GO:0006812,cation transport,2/360,50/18215,0.25982669746149,0.581557816160293,0.553303995132263,g12952/g35735,2
GO:0004866,endopeptidase inhibitor activity,1/360,16/18215,0.273504141308017,0.581557816160293,0.553303995132263,g19613,1
GO:0008217,regulation of blood pressure,1/360,16/18215,0.273504141308017,0.581557816160293,0.553303995132263,g40439,1
GO:0019825,oxygen binding,1/360,16/18215,0.273504141308017,0.581557816160293,0.553303995132263,g24951,1
GO:0000145,exocyst,1/360,17/18215,0.287875178679802,0.581557816160293,0.553303995132263,g36556,1
GO:0004993,G protein-coupled serotonin receptor activity,1/360,17/18215,0.287875178679802,0.581557816160293,0.553303995132263,g30037,1
GO:0005158,insulin receptor binding,1/360,17/18215,0.287875178679802,0.581557816160293,0.553303995132263,g11693,1
GO:0005164,tumor necrosis factor receptor binding,1/360,17/18215,0.287875178679802,0.581557816160293,0.553303995132263,g13491,1
GO:0006633,fatty acid biosynthetic process,1/360,17/18215,0.287875178679802,0.581557816160293,0.553303995132263,g16928,1
GO:0043066,negative regulation of apoptotic process,1/360,17/18215,0.287875178679802,0.581557816160293,0.553303995132263,g14801,1
GO:0016705,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,3/360,96/18215,0.295184518717173,0.581557816160293,0.553303995132263,g33180/g7100/g17662,3
GO:0006811,ion transport,8/360,320/18215,0.299884422412933,0.581557816160293,0.553303995132263,g20231/g26026/g12952/g34636/g7692/g18529/g30990/g31710,8
GO:0005886,plasma membrane,4/360,140/18215,0.299972005215971,0.581557816160293,0.553303995132263,g27059/g27888/g22406/g18529,4
GO:0004950,chemokine receptor activity,1/360,18/18215,0.301962712237075,0.581557816160293,0.553303995132263,g32937,1
GO:0005125,cytokine activity,1/360,18/18215,0.301962712237075,0.581557816160293,0.553303995132263,g22364,1
GO:0006952,defense response,1/360,18/18215,0.301962712237075,0.581557816160293,0.553303995132263,g25144,1
GO:0034314,Arp2/3 complex-mediated actin nucleation,1/360,18/18215,0.301962712237075,0.581557816160293,0.553303995132263,g25768,1
GO:0045893,positive regulation of transcription, DNA-templated,1/360,19/18215,0.315772319512706,0.602574701455439,0.573299817174203,g18458,1
GO:0007219,Notch signaling pathway,1/360,20/18215,0.329309468610058,0.619622088970148,0.589518991530303,g37785,1
GO:0016491,oxidoreductase activity,8/360,334/18215,0.34091086858528,0.619622088970148,0.589518991530303,g16928/g34715/g33079/g41501/g7100/g17662/g31446/g2828,8
GO:0005086,ARF guanyl-nucleotide exchange factor activity,1/360,21/18215,0.342579520344072,0.619622088970148,0.589518991530303,g24298,1
GO:0005540,hyaluronic acid binding,1/360,21/18215,0.342579520344072,0.619622088970148,0.589518991530303,g41582,1
GO:0015629,actin cytoskeleton,1/360,21/18215,0.342579520344072,0.619622088970148,0.589518991530303,g25768,1
GO:0032012,regulation of ARF protein signal transduction,1/360,21/18215,0.342579520344072,0.619622088970148,0.589518991530303,g24298,1
GO:0051015,actin filament binding,2/360,62/18215,0.347450661798299,0.62153149504905,0.591335632941403,g20666/g14348,2
GO:0000413,protein peptidyl-prolyl isomerization,1/360,22/18215,0.355587730340562,0.62153149504905,0.591335632941403,g35006,1
GO:0003755,peptidyl-prolyl cis-trans isomerase activity,1/360,22/18215,0.355587730340562,0.62153149504905,0.591335632941403,g35006,1
GO:0005104,fibroblast growth factor receptor binding,1/360,22/18215,0.355587730340562,0.62153149504905,0.591335632941403,g8804,1
GO:0004435,phosphatidylinositol phospholipase C activity,1/360,23/18215,0.368339251094555,0.627988231374324,0.597478681671928,g37684,1
GO:0004518,nuclease activity,1/360,23/18215,0.368339251094555,0.627988231374324,0.597478681671928,g10458,1
GO:0048015,phosphatidylinositol-mediated signaling,1/360,23/18215,0.368339251094555,0.627988231374324,0.597478681671928,g37684,1
GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,3/360,113/18215,0.387004167300722,0.651463234036273,0.619813198374592,g27059/g27888/g22406,3
GO:0005242,inward rectifier potassium channel activity,1/360,25/18215,0.393092331270863,0.651463234036273,0.619813198374592,g14947,1
GO:0006954,inflammatory response,1/360,25/18215,0.393092331270863,0.651463234036273,0.619813198374592,g22364,1
GO:0003723,RNA binding,6/360,256/18215,0.394636382156588,0.651463234036273,0.619813198374592,g39588/g1229/g6536/g31583/g30425/g28984,6
GO:0006281,DNA repair,3/360,116/18215,0.403006689930367,0.658293509244595,0.62631163835012,g37626/g10458/g5781,3
GO:0006887,exocytosis,1/360,26/18215,0.405103697996674,0.658293509244595,0.62631163835012,g36556,1
GO:0005783,endoplasmic reticulum,2/360,71/18215,0.410931749226231,0.661913150666601,0.629755426747576,g7100/g17662,2
GO:0000398,mRNA splicing, via spliceosome,1/360,27/18215,0.416877993929446,0.661913150666601,0.629755426747576,g41958,1
GO:0016740,transferase activity,1/360,27/18215,0.416877993929446,0.661913150666601,0.629755426747576,g34809,1
GO:0008081,phosphoric diester hydrolase activity,2/360,73/18215,0.424637102706136,0.664094115510348,0.631830433785149,g41344/g37684,2
GO:0008289,lipid binding,2/360,73/18215,0.424637102706136,0.664094115510348,0.631830433785149,g39841/g6503,2
GO:0016620,oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,1/360,28/18215,0.428419885406541,0.665009971377317,0.632701794630241,g33079,1
GO:0005923,bicellular tight junction,2/360,75/18215,0.438175303076652,0.665046313070953,0.632736370735522,g12301/g8277,2
GO:0003678,DNA helicase activity,1/360,29/18215,0.439733947167889,0.665046313070953,0.632736370735522,g27635,1
GO:0020037,heme binding,3/360,124/18215,0.445034950597541,0.665046313070953,0.632736370735522,g24951/g16928/g33180,3
GO:0003743,translation initiation factor activity,1/360,30/18215,0.450824664149059,0.665046313070953,0.632736370735522,g26601,1
GO:0006979,response to oxidative stress,1/360,30/18215,0.450824664149059,0.665046313070953,0.632736370735522,g12237,1
GO:0007015,actin filament organization,1/360,30/18215,0.450824664149059,0.665046313070953,0.632736370735522,g39081,1
GO:0008543,fibroblast growth factor receptor signaling pathway,1/360,30/18215,0.450824664149059,0.665046313070953,0.632736370735522,g8804,1
GO:0004198,calcium-dependent cysteine-type endopeptidase activity,1/360,31/18215,0.461696433239317,0.67628773319562,0.643431648991784,g14110,1
GO:0005520,insulin-like growth factor binding,1/360,32/18215,0.472353565005367,0.687059730916897,0.65368031079138,g24597,1
GO:0003924,GTPase activity,3/360,131/18215,0.480826114903773,0.692568685236819,0.65892162360588,g5459/g5558/g30413,3
GO:0006139,nucleobase-containing compound metabolic process,1/360,33/18215,0.482800285381436,0.692568685236819,0.65892162360588,g9128,1
GO:0005179,hormone activity,2/360,84/18215,0.496836044985007,0.707029921278738,0.672680289475722,g40439/g31858,2
GO:0001558,regulation of cell growth,1/360,35/18215,0.503078982448333,0.707029921278738,0.672680289475722,g24597,1
GO:0008080,N-acetyltransferase activity,1/360,35/18215,0.503078982448333,0.707029921278738,0.672680289475722,g16169,1
GO:0005200,structural constituent of cytoskeleton,1/360,36/18215,0.512919002597871,0.716021157988974,0.681234704969267,g5558,1
GO:0007017,microtubule-based process,1/360,37/18215,0.522564701429752,0.724623052649256,0.689418693816094,g5558,1
GO:0005085,guanyl-nucleotide exchange factor activity,2/360,93/18215,0.551453194910061,0.755233593422781,0.718542082811148,g37495/g9320,2
GO:0046983,protein dimerization activity,5/360,250/18215,0.551901472116648,0.755233593422781,0.718542082811148,g21847/g26439/g22674/g41267/g37322,5
GO:0016616,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,1/360,42/18215,0.568009720502766,0.764739011198835,0.727585698913872,g34715,1
GO:0016887,ATPase activity,2/360,96/18215,0.568709321761122,0.764739011198835,0.727585698913872,g4411/g28492,2
GO:0035556,intracellular signal transduction,6/360,308/18215,0.571412484475284,0.764739011198835,0.727585698913872,g34256/g37495/g37684/g14801/g10857/g28496,6
GO:0005667,transcription regulator complex,1/360,43/18215,0.576567278452417,0.764739011198835,0.727585698913872,g22674,1
GO:0007275,multicellular organism development,2/360,98/18215,0.579944704984442,0.764739011198835,0.727585698913872,g22581/g37785,2
GO:0006813,potassium ion transport,3/360,152/18215,0.580907518122192,0.764739011198835,0.727585698913872,g21062/g14947/g2887,3
GO:0005737,cytoplasm,7/360,365/18215,0.585150357394198,0.765479712817567,0.728290415028859,g19789/g35992/g26601/g13918/g8264/g18458/g5459,7
GO:0005328,neurotransmitter:sodium symporter activity,1/360,45/18215,0.59317854430754,0.767637712986958,0.730343573084757,g23766,1
GO:0004674,protein serine/threonine kinase activity,3/360,155/18215,0.594181114379328,0.767637712986958,0.730343573084757,g11911/g12952/g34256,3
GO:0005089,Rho guanyl-nucleotide exchange factor activity,2/360,103/18215,0.607087973907975,0.775498636403103,0.737822589290402,g37495/g9320,2
GO:0006334,nucleosome assembly,1/360,47/18215,0.609139889364903,0.775498636403103,0.737822589290402,g12463,1
GO:0003779,actin binding,3/360,159/18215,0.611450847933216,0.775498636403103,0.737822589290402,g39081/g6208/g28854,3
GO:0006886,intracellular protein transport,3/360,160/18215,0.615690817487822,0.776143575984648,0.738436195774868,g17569/g1280/g31631,3
GO:0005102,signaling receptor binding,1/360,49/18215,0.624476673911787,0.780297196346577,0.742388020815569,g9443,1
GO:0035023,regulation of Rho protein signal transduction,2/360,107/18215,0.627830331300784,0.780297196346577,0.742388020815569,g37495/g9320,2
GO:0004713,protein tyrosine kinase activity,2/360,108/18215,0.632881385399778,0.780297196346577,0.742388020815569,g6340/g28496,2
GO:0006836,neurotransmitter transport,1/360,51/18215,0.639213271318656,0.780297196346577,0.742388020815569,g23766,1
GO:0050660,flavin adenine dinucleotide binding,1/360,51/18215,0.639213271318656,0.780297196346577,0.742388020815569,g41501,1
GO:0005874,microtubule,1/360,52/18215,0.646363856119652,0.780297196346577,0.742388020815569,g5558,1
GO:0004553,hydrolase activity, hydrolyzing O-glycosyl compounds,1/360,53/18215,0.653373106342463,0.780297196346577,0.742388020815569,g36227,1
GO:0030170,pyridoxal phosphate binding,1/360,53/18215,0.653373106342463,0.780297196346577,0.742388020815569,g34809,1
GO:0030246,carbohydrate binding,1/360,53/18215,0.653373106342463,0.780297196346577,0.742388020815569,g37203,1
GO:0006816,calcium ion transport,1/360,54/18215,0.660243807901582,0.780297196346577,0.742388020815569,g34256,1
GO:0005975,carbohydrate metabolic process,3/360,171/18215,0.660251473831719,0.780297196346577,0.742388020815569,g16519/g34715/g36227,3
GO:0016758,transferase activity, transferring hexosyl groups,1/360,58/18215,0.68639495144466,0.806611016386945,0.76742343664345,g16519,1
GO:0006814,sodium ion transport,1/360,61/18215,0.704682138761687,0.821066586868549,0.781176712202871,g2887,1
GO:0005215,transporter activity,4/360,242/18215,0.707692365607696,0.821066586868549,0.781176712202871,g34636/g22447/g4411/g6503,4
GO:0006915,apoptotic process,1/360,62/18215,0.710538392482398,0.821066586868549,0.781176712202871,g17753,1
GO:0008138,protein tyrosine/serine/threonine phosphatase activity,1/360,63/18215,0.716278830906148,0.823127054300988,0.783137075954382,g7361,1
GO:0008233,peptidase activity,1/360,65/18215,0.727421353534155,0.83133868975332,0.790949765554778,g38006,1
GO:0008237,metallopeptidase activity,2/360,138/18215,0.760503886649703,0.862627487731828,0.820718459987771,g16994/g37101,2
GO:0031012,extracellular matrix,1/360,72/18215,0.763093546839694,0.862627487731828,0.820718459987771,g37101,1
GO:0051260,protein homooligomerization,1/360,74/18215,0.772402094037952,0.866619358543999,0.824516393756436,g41256,1
GO:0003707,steroid hormone receptor activity,1/360,75/18215,0.776918672294186,0.866619358543999,0.824516393756436,g13678,1
GO:0005216,ion channel activity,4/360,268/18215,0.779124134844845,0.866619358543999,0.824516393756436,g20231/g12952/g7692/g31710,4
GO:0043401,steroid hormone mediated signaling pathway,1/360,79/18215,0.794108599680869,0.87843742905713,0.835760306997674,g13678,1
GO:0008168,methyltransferase activity,1/360,80/18215,0.798195548518258,0.87843742905713,0.835760306997674,g15543,1
GO:0016459,myosin complex,1/360,87/18215,0.824626124087861,0.901814857679009,0.858001990099462,g33041,1
GO:0003774,motor activity,1/360,88/18215,0.828108835657167,0.901814857679009,0.858001990099462,g33041,1
GO:0007264,small GTPase mediated signal transduction,4/360,300/18215,0.847283181806569,0.914207890511267,0.869792932267805,g35008/g34097/g37584/g9320,4
GO:0003824,catalytic activity,7/360,490/18215,0.854825485404023,0.914207890511267,0.869792932267805,g19671/g19789/g21206/g34809/g27871/g10458/g31446,7
GO:0042981,regulation of apoptotic process,1/360,97/18215,0.856507375182098,0.914207890511267,0.869792932267805,g4590,1
GO:0006357,regulation of transcription by RNA polymerase II,1/360,98/18215,0.859358536730527,0.914207890511267,0.869792932267805,g31362,1
GO:0016787,hydrolase activity,2/360,174/18215,0.861465127597155,0.914207890511267,0.869792932267805,g19950/g1282,2
GO:0004252,serine-type endopeptidase activity,2/360,180/18215,0.873913226698709,0.922710411945845,0.877882375737949,g24597/g18328,2
GO:0004725,protein tyrosine phosphatase activity,1/360,118/18215,0.90587886022729,0.944207878917828,0.898335431359067,g7361,1
GO:0005856,cytoskeleton,1/360,119/18215,0.907751193228239,0.944207878917828,0.898335431359067,g24848,1
GO:0016311,dephosphorylation,1/360,122/18215,0.91314825004773,0.944207878917828,0.898335431359067,g7361,1
GO:0000786,nucleosome,1/360,128/18215,0.923015898095827,0.944207878917828,0.898335431359067,g12463,1
GO:0008017,microtubule binding,1/360,128/18215,0.923015898095827,0.944207878917828,0.898335431359067,g19697,1
GO:0004222,metalloendopeptidase activity,1/360,130/18215,0.926050035092485,0.944207878917828,0.898335431359067,g37101,1
GO:0004842,ubiquitin-protein transferase activity,1/360,130/18215,0.926050035092485,0.944207878917828,0.898335431359067,g37973,1
GO:0006470,protein dephosphorylation,1/360,139/18215,0.938293631962796,0.952024758284203,0.905772543306832,g7361,1
GO:0016791,phosphatase activity,1/360,145/18215,0.945310658525204,0.954488431908944,0.908116524285837,g7361,1
GO:0000166,nucleotide binding,4/360,399/18215,0.957325541518431,0.961950302588568,0.915215874932443,g19950/g7399/g1229/g6536,4
GO:0008152,metabolic process,3/360,367/18215,0.97745657472913,0.97745657472913,0.929968805916379,g21206/g27871/g33079,3
