ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0006816,calcium ion transport,14/1803,54/18215,0.000594310762291722,0.0198408362180467,0.0180458733489389,g20393/g38251/g35657/g35658/g35659/g37392/g37394/g37395/g37396/g37397/g15031/g7795/g17470/g28360,14
GO:0004890,GABA-A receptor activity,8/1803,22/18215,0.000813415415236414,0.0244670984341901,0.0222536063856931,g19152/g41322/g41325/g7692/g7694/g31710/g2618/g2620,8
GO:0051015,actin filament binding,15/1803,62/18215,0.000845637042656339,0.0244670984341901,0.0222536063856931,g24952/g25071/g25072/g38398/g12627/g34677/g22863/g899/g10469/g10471/g10472/g10473/g31837/g28497/g28992,15
GO:0007269,neurotransmitter secretion,6/1803,14/18215,0.00138933744441621,0.0376857781797897,0.0342764172142157,g21455/g21458/g39222/g15882/g34869/g14377,6
GO:0007155,cell adhesion,38/1803,235/18215,0.00168530777824015,0.0430249162209543,0.0391325335504678,g19710/g25134/g38504/g16479/g35606/g35740/g27137/g27691/g33310/g22411/g22863/g41242/g41254/g41583/g37140/g37143/g37448/g37849/g3539/g3758/g3761/g7619/g7715/g7716/g7718/g18865/g6361/g30802/g31444/g31524/g31525/g31538/g31547/g31551/g31554/g31837/g28272/g28730,38
GO:0003777,microtubule motor activity,18/1803,88/18215,0.002180017955827,0.0525626551571621,0.0478074113119956,g38426/g39323/g39694/g39828/g39829/g35381/g35974/g26572/g27128/g22817/g23461/g41275/g37997/g3676/g5561/g28599/g2507/g2983,18
GO:0004674,protein serine/threonine kinase activity,27/1803,155/18215,0.00258629960055272,0.0562500539452883,0.0511612181166217,g20622/g21506/g21866/g24430/g24455/g24807/g24915/g38218/g38704/g39543/g12853/g26948/g33975/g40521/g37320/g3508/g15027/g7802/g17608/g8601/g8622/g9280/g10048/g10049/g2166/g2364/g2365,27
GO:0005886,plasma membrane,25/1803,140/18215,0.0025921683845755,0.0562500539452883,0.0511612181166217,g24462/g25134/g38504/g35606/g27691/g33310/g22411/g41254/g37140/g37143/g7715/g7716/g7718/g18865/g555/g10204/g30802/g31444/g31524/g31525/g31538/g31547/g31551/g31554/g28730,25
GO:0005003,ephrin receptor activity,7/1803,21/18215,0.00306828766881666,0.0605289476484741,0.0550530084117822,g38614/g35960/g27315/g40792/g36759/g4370/g11107,7
GO:0008021,synaptic vesicle,7/1803,21/18215,0.00306828766881666,0.0605289476484741,0.0550530084117822,g21455/g21458/g39222/g15882/g13349/g34869/g22521,7
GO:0008076,voltage-gated potassium channel complex,14/1803,64/18215,0.00342971794733338,0.0647172864844647,0.0588624361670489,g21014/g38237/g39428/g16245/g34669/g34784/g34987/g35153/g26371/g23311/g23814/g498/g735/g736,14
GO:0001664,G protein-coupled receptor binding,5/1803,12/18215,0.0041254648467335,0.0746021559784308,0.0678530402423273,g20171/g24735/g24736/g12517/g41803,5
GO:0004713,protein tyrosine kinase activity,20/1803,108/18215,0.00434016866145132,0.0753453279627948,0.0685289788650208,g38434/g38614/g16559/g16708/g12492/g35960/g27315/g27596/g22676/g23058/g23068/g40792/g41950/g36759/g4370/g4403/g7980/g662/g11107/g2201,20
GO:0006821,chloride transport,8/1803,29/18215,0.00583244293600904,0.0973569320856893,0.0885492348584368,g19152/g38982/g34186/g30990/g28615/g2594/g2618/g2924,8
GO:0007018,microtubule-based movement,17/1803,90/18215,0.00666029583933316,0.107058088676689,0.0973727461890813,g38426/g39323/g39694/g39828/g39829/g35381/g35974/g26572/g27128/g22817/g23461/g41275/g37997/g3676/g5561/g2507/g2983,17
GO:0006813,potassium ion transport,25/1803,152/18215,0.00773841291871444,0.116439214356661,0.105905179199001,g21014/g25540/g38237/g39428/g16245/g34669/g34784/g34987/g35153/g26371/g27266/g34108/g22943/g23311/g23814/g41621/g37009/g7484/g17551/g17793/g498/g735/g736/g5540/g2369,25
GO:0005667,transcription regulator complex,10/1803,43/18215,0.00802704853643317,0.116439214356661,0.105905179199001,g25106/g25730/g15640/g16035/g17225/g41426/g7311/g7632/g18665/g8944,10
GO:0017048,Rho GTPase binding,6/1803,19/18215,0.0081450565383439,0.116439214356661,0.105905179199001,g19369/g26948/g4464/g31230/g31518/g1738,6
GO:0035556,intracellular signal transduction,44/1803,308/18215,0.00831708673976153,0.116439214356661,0.105905179199001,g20820/g22066/g24506/g24835/g24915/g25577/g25792/g16698/g12122/g13524/g26948/g27592/g33349/g33425/g33472/g33613/g33670/g22735/g41247/g41645/g41934/g41952/g37201/g37770/g37989/g3933/g4925/g14801/g15027/g18353/g18429/g18620/g357/g1352/g8622/g9115/g10245/g5794/g6292/g31128/g29657/g29834/g28078/g28361,44
GO:0016043,cellular component organization,5/1803,14/18215,0.00881430410543425,0.118014771356739,0.107338198541783,g19369/g4464/g31230/g31518/g1738,5
GO:0007268,chemical synaptic transmission,8/1803,31/18215,0.00897347339809306,0.118014771356739,0.107338198541783,g13349/g26684/g26685/g22521/g41645/g8505/g10605/g28361,8
GO:0048786,presynaptic active zone,6/1803,20/18215,0.0106782201083712,0.136304339030386,0.123973143673041,g21501/g38481/g15844/g15845/g35051/g14377,6
GO:0005089,Rho guanyl-nucleotide exchange factor activity,18/1803,103/18215,0.0119813622756716,0.148568892218328,0.135128145966221,g39926/g16698/g35417/g35948/g40024/g41247/g41952/g37980/g37981/g3660/g4925/g18620/g8622/g9115/g5794/g29657/g28548/g28780,18
GO:0004843,thiol-dependent ubiquitin-specific protease activity,6/1803,21/18215,0.0137221930841931,0.16542866107055,0.15046264346703,g21716/g22632/g37273/g1010/g9065/g5630,6
GO:0022857,transmembrane transporter activity,13/1803,68/18215,0.0148987780369638,0.174758639676819,0.158948556582117,g24693/g16992/g11835/g12731/g27057/g41826/g4783/g7092/g8787/g9205/g6540/g6736/g29973,13
GO:0019001,guanyl nucleotide binding,7/1803,28/18215,0.0169228863761309,0.188321350954893,0.171284275062054,g20171/g24735/g16781/g12517/g13501/g41803/g30605,7
GO:0031683,G-protein beta/gamma-subunit complex binding,7/1803,28/18215,0.0169228863761309,0.188321350954893,0.171284275062054,g20171/g24735/g16781/g12517/g13501/g41803/g30605,7
GO:0035023,regulation of Rho protein signal transduction,18/1803,107/18215,0.0173892189190793,0.188673025272011,0.171604134069862,g39926/g16698/g35417/g35948/g40024/g41247/g41952/g37980/g37981/g3660/g4925/g18620/g8622/g9115/g5794/g29657/g28548/g28780,18
GO:0007416,synapse assembly,4/1803,11/18215,0.017866692346489,0.189125475082347,0.172015651602911,g38481/g15844/g15845/g35051,4
GO:0004714,transmembrane receptor protein tyrosine kinase activity,8/1803,36/18215,0.0221298477936435,0.228675093867649,0.207987291293642,g16708/g12492/g23058/g23068/g41950/g4403/g7980/g662,8
GO:0000166,nucleotide binding,52/1803,399/18215,0.024088146924912,0.2431222271026,0.221127419751334,g19166/g20000/g20132/g20420/g21379/g24168/g25958/g26022/g26023/g38406/g39293/g16227/g12061/g34424/g34638/g34856/g34972/g35168/g35725/g35916/g33245/g22183/g22354/g22954/g40078/g40297/g40755/g40845/g40979/g41107/g41637/g41821/g41978/g37601/g4457/g13968/g14628/g15034/g15156/g7332/g10820/g10872/g5231/g5540/g6228/g30680/g31013/g31707/g29647/g30019/g30157/g2369,52
GO:0034993,meiotic nuclear membrane microtubule tethering complex,4/1803,12/18215,0.0247373060963668,0.243999791950527,0.221925592969797,g10469/g10471/g10472/g10473,4
GO:0006836,neurotransmitter transport,10/1803,51/18215,0.0260025795632781,0.250780434010282,0.22809280318665,g38222/g39618/g16295/g35138/g35855/g27701/g32964/g33073/g30981/g31024,10
GO:0005488,binding,50/1803,385/18215,0.0280697001678319,0.264831518974761,0.240872713110685,g19362/g19369/g19578/g20779/g21879/g24922/g25583/g38704/g16412/g16793/g12004/g12279/g12432/g13265/g26303/g26378/g26379/g27566/g27721/g27790/g33894/g40759/g41121/g41472/g41814/g37187/g3519/g3930/g4464/g4800/g14894/g7042/g7287/g18342/g18479/g18678/g18931/g418/g722/g9377/g9802/g5992/g5993/g31230/g31511/g31518/g29745/g28948/g1738/g1943,50
GO:0007411,axon guidance,7/1803,31/18215,0.0289789552329302,0.267592905767909,0.243384282471419,g34738/g26562/g22199/g22200/g4279/g7719/g9510,7
GO:0005635,nuclear envelope,4/1803,13/18215,0.032992762006784,0.298309556478006,0.271322055976842,g10469/g10471/g10472/g10473,4
GO:0004707,MAP kinase activity,5/1803,19/18215,0.0337810099978645,0.299203231409657,0.272134881830273,g12025/g37179/g1026/g8973/g31655,5
GO:0005085,guanyl-nucleotide exchange factor activity,15/1803,93/18215,0.0393523159192902,0.341578102179439,0.310676178310186,g21344/g11899/g12432/g36317/g40830/g41247/g4925/g14089/g14627/g18620/g418/g8622/g6291/g31511/g29657,15
GO:0003779,actin binding,23/1803,159/18215,0.041000535888887,0.342508282124282,0.311522206637414,g19369/g20240/g20371/g17074/g34617/g32540/g33802/g22863/g23166/g41341/g4464/g13716/g18595/g9110/g9178/g5517/g5519/g5520/g6208/g31230/g31518/g29006/g1738,23
GO:0008013,beta-catenin binding,4/1803,14/18215,0.042664145167324,0.342508282124282,0.311522206637414,g39685/g41121/g538/g31837,4
GO:0015299,solute:proton antiporter activity,4/1803,14/18215,0.042664145167324,0.342508282124282,0.311522206637414,g33249/g5450/g31952/g3229,4
GO:0016818,hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides,4/1803,14/18215,0.042664145167324,0.342508282124282,0.311522206637414,g35947/g34146/g10954/g28711,4
GO:0000398,mRNA splicing, via spliceosome,6/1803,27/18215,0.0449838066384426,0.342508282124282,0.311522206637414,g25561/g35752/g22354/g41978/g37353/g7809,6
GO:0043087,regulation of GTPase activity,6/1803,27/18215,0.0449838066384426,0.342508282124282,0.311522206637414,g21529/g22016/g35432/g37187/g9087/g10863,6
GO:0046854,phosphatidylinositol phosphorylation,6/1803,27/18215,0.0449838066384426,0.342508282124282,0.311522206637414,g21879/g12279/g26213/g27765/g40759/g6795,6
GO:0008092,cytoskeletal protein binding,7/1803,34/18215,0.0457946752760554,0.342670501203587,0.311669750063898,g15935/g33802/g4274/g17997/g10428/g5406/g5408,7
GO:0016055,Wnt signaling pathway,11/1803,64/18215,0.0482067524407017,0.354605602699399,0.322525105535471,g19408/g19409/g39211/g39504/g34143/g22822/g41121/g538/g5517/g5519/g5520,11
GO:0005452,inorganic anion exchanger activity,5/1803,21/18215,0.0501568608600401,0.356853731364875,0.324569850259103,g12031/g35253/g35254/g33657/g4188,5
GO:0018024,histone-lysine N-methyltransferase activity,5/1803,21/18215,0.0501568608600401,0.356853731364875,0.324569850259103,g12306/g9244/g6642/g30805/g1603,5
GO:0005543,phospholipid binding,5/1803,22/18215,0.0598139361216451,0.41200304727897,0.374729912029139,g20240/g7508/g18595/g191/g32019,5
GO:0043547,positive regulation of GTPase activity,5/1803,22/18215,0.0598139361216451,0.41200304727897,0.374729912029139,g35757/g41934/g37187/g8827/g8828,5
GO:0050660,flavin adenine dinucleotide binding,9/1803,51/18215,0.060756209736991,0.41200304727897,0.374729912029139,g20037/g20146/g39863/g12121/g41506/g7226/g8091/g30667/g1816,9
GO:0030036,actin cytoskeleton organization,10/1803,59/18215,0.0626904966811124,0.418579623993889,0.380711518306351,g19369/g12627/g26948/g4464/g8717/g31230/g31511/g31518/g29006/g1738,10
GO:0005891,voltage-gated calcium channel complex,7/1803,37/18215,0.0678251947458759,0.424086804369323,0.385720474505205,g21516/g24263/g25704/g39534/g15238/g9574/g9576,7
GO:0004407,histone deacetylase activity,3/1803,10/18215,0.068401097478923,0.424086804369323,0.385720474505205,g23178/g4240/g28987,3
GO:0006606,protein import into nucleus,3/1803,10/18215,0.068401097478923,0.424086804369323,0.385720474505205,g24922/g16399/g5992,3
GO:0016575,histone deacetylation,3/1803,10/18215,0.068401097478923,0.424086804369323,0.385720474505205,g23178/g4240/g28987,3
GO:0043395,heparan sulfate proteoglycan binding,3/1803,10/18215,0.068401097478923,0.424086804369323,0.385720474505205,g27179/g27181/g22440,3
GO:0008373,sialyltransferase activity,6/1803,30/18215,0.0701757321939079,0.424660185780053,0.386241983185835,g21550/g16859/g12184/g27818/g8267/g5906,6
GO:0030117,membrane coat,5/1803,23/18215,0.0704505377330963,0.424660185780053,0.386241983185835,g16412/g41814/g14894/g7042/g28908,5
GO:0005328,neurotransmitter:sodium symporter activity,8/1803,45/18215,0.0719529501673645,0.427775073597756,0.389075073003052,g38222/g39618/g16295/g35138/g35855/g27701/g32964/g33073,8
GO:0003713,transcription coactivator activity,7/1803,38/18215,0.0763649772465038,0.434595182275518,0.39527817936774,g39265/g26530/g26876/g15269/g1008/g9178/g10734,7
GO:0005794,Golgi apparatus,7/1803,38/18215,0.0763649772465038,0.434595182275518,0.39527817936774,g21153/g38816/g39085/g39208/g41814/g28606/g28913,7
GO:0005856,cytoskeleton,17/1803,119/18215,0.0780710052254033,0.434595182275518,0.39527817936774,g20127/g24848/g25859/g15935/g26398/g33802/g22863/g41290/g4274/g17997/g18704/g10428/g11264/g5406/g5408/g5519/g29006,17
GO:0005158,insulin receptor binding,4/1803,17/18215,0.0801097110185286,0.434595182275518,0.39527817936774,g7551/g10202/g28771/g28972,4
GO:0006325,chromatin organization,4/1803,17/18215,0.0801097110185286,0.434595182275518,0.39527817936774,g34146/g23178/g4240/g28711,4
GO:0007179,transforming growth factor beta receptor signaling pathway,4/1803,17/18215,0.0801097110185286,0.434595182275518,0.39527817936774,g25730/g16035/g7311/g8944,4
GO:0008509,anion transmembrane transporter activity,4/1803,17/18215,0.0801097110185286,0.434595182275518,0.39527817936774,g12031/g35254/g33657/g4188,4
GO:0005230,extracellular ligand-gated ion channel activity,12/1803,78/18215,0.0813562056365089,0.435908558595616,0.396472737020024,g19152/g41322/g41325/g37535/g7692/g7694/g343/g30990/g31710/g2493/g2618/g2620,12
GO:0004697,protein kinase C activity,3/1803,11/18215,0.0873514994035859,0.445911521790974,0.405570751083229,g20820/g24915/g15027,3
GO:0005496,steroid binding,3/1803,11/18215,0.0873514994035859,0.445911521790974,0.405570751083229,g20663/g22831/g31721,3
GO:0006885,regulation of pH,3/1803,11/18215,0.0873514994035859,0.445911521790974,0.405570751083229,g33249/g5450/g31952,3
GO:0015385,sodium:proton antiporter activity,3/1803,11/18215,0.0873514994035859,0.445911521790974,0.405570751083229,g33249/g5450/g31952,3
GO:0015031,protein transport,8/1803,47/18215,0.0883603476359994,0.445911521790974,0.405570751083229,g21532/g38896/g26719/g41814/g14894/g7042/g8570/g28908,8
GO:0070588,calcium ion transmembrane transport,11/1803,72/18215,0.0960689619634063,0.479240568874923,0.435884582411099,g21516/g24263/g38406/g39534/g35659/g35916/g37394/g37397/g15238/g9574/g9576,11
GO:0004970,ionotropic glutamate receptor activity,6/1803,33/18215,0.10203320608684,0.50233705582657,0.456891573938791,g25752/g26028/g33125/g37899/g13872/g6757,6
GO:0008081,phosphoric diester hydrolase activity,11/1803,73/18215,0.103539277307069,0.50233705582657,0.456891573938791,g12417/g33472/g3839/g3933/g14632/g9192/g10245/g29735/g28139/g28361/g2501,11
GO:0016301,kinase activity,10/1803,65/18215,0.105328737512023,0.50233705582657,0.456891573938791,g21678/g21879/g24506/g24949/g16810/g12484/g33425/g40759/g36652/g6795,10
GO:0016579,protein deubiquitination,10/1803,65/18215,0.105328737512023,0.50233705582657,0.456891573938791,g24988/g35568/g32504/g41472/g4800/g13840/g14593/g1010/g9065/g28975,10
GO:0036459,thiol-dependent ubiquitinyl hydrolase activity,9/1803,57/18215,0.106508983655822,0.502444553332897,0.456989346349349,g24988/g35568/g32504/g41472/g4800/g13840/g14593/g9065/g28975,9
GO:0051260,protein homooligomerization,11/1803,74/18215,0.111340341292968,0.515592591809987,0.468947906691111,g21014/g39428/g16245/g34669/g34784/g34987/g35153/g23311/g196/g735/g814,11
GO:0051537,2 iron, 2 sulfur cluster binding,4/1803,19/18215,0.111672128180043,0.515592591809987,0.468947906691111,g38686/g7226/g1816/g2413,4
GO:0003707,steroid hormone receptor activity,11/1803,75/18215,0.11946931195835,0.545786119893937,0.49640988348345,g20663/g25575/g38756/g15964/g13442/g27295/g22831/g41704/g14036/g5585/g31721,11
GO:0007264,small GTPase mediated signal transduction,36/1803,300/18215,0.130068855190326,0.567637009715309,0.516283964693769,g20184/g20843/g21344/g24312/g24735/g38246/g38816/g38896/g15715/g11748/g11899/g12432/g12771/g35212/g36317/g23906/g40830/g41281/g37830/g3891/g13741/g14089/g14627/g8219/g18001/g18427/g418/g577/g1216/g8730/g9663/g6291/g31511/g32288/g28878/g1962,36
GO:0000122,negative regulation of transcription by RNA polymerase II,3/1803,13/18215,0.130791937722421,0.567637009715309,0.516283964693769,g26729/g33113/g5531,3
GO:0003714,transcription corepressor activity,3/1803,13/18215,0.130791937722421,0.567637009715309,0.516283964693769,g33113/g22463/g5531,3
GO:0005247,voltage-gated chloride channel activity,3/1803,13/18215,0.130791937722421,0.567637009715309,0.516283964693769,g34186/g28615/g2924,3
GO:0030247,polysaccharide binding,3/1803,13/18215,0.130791937722421,0.567637009715309,0.516283964693769,g34989/g8713/g29852,3
GO:0006820,anion transport,5/1803,28/18215,0.137564597921518,0.591119163345928,0.537641732366537,g12031/g35253/g35254/g33657/g4188,5
GO:0005245,voltage-gated calcium channel activity,6/1803,36/18215,0.140202898654626,0.594508268713519,0.540724231791341,g21516/g24263/g39534/g15238/g9574/g9576,6
GO:0006470,protein dephosphorylation,18/1803,139/18215,0.143631679156848,0.594508268713519,0.540724231791341,g19861/g21064/g21486/g21713/g39209/g17272/g34425/g34852/g33706/g7030/g7683/g8326/g1492/g8717/g9343/g10789/g10845/g11264,18
GO:0006814,sodium ion transport,9/1803,61/18215,0.145413376749879,0.594508268713519,0.540724231791341,g39161/g26980/g33249/g22943/g5450/g5540/g31952/g30521/g2369,9
GO:0005540,hyaluronic acid binding,4/1803,21/18215,0.147822690381798,0.594508268713519,0.540724231791341,g16479/g41583/g3539/g6361,4
GO:0005802,trans-Golgi network,4/1803,21/18215,0.147822690381798,0.594508268713519,0.540724231791341,g38816/g11748/g10693/g30499,4
GO:0050661,NADP binding,4/1803,21/18215,0.147822690381798,0.594508268713519,0.540724231791341,g12121/g13340/g41506/g8091,4
GO:0006810,transport,47/1803,407/18215,0.148718095770912,0.594508268713519,0.540724231791341,g19152/g19800/g21663/g25059/g25872/g38414/g39085/g39208/g16992/g12031/g12731/g34636/g35254/g26898/g26952/g33657/g23470/g41013/g41322/g41325/g37068/g37535/g4188/g13997/g7379/g7692/g7694/g343/g611/g951/g9205/g9239/g9331/g9463/g10693/g10715/g6540/g30990/g31710/g30241/g30499/g28908/g2493/g2618/g2620/g2845/g2884,47
GO:0016459,myosin complex,12/1803,87/18215,0.149311984538649,0.594508268713519,0.540724231791341,g20127/g24952/g12656/g26398/g34374/g22899/g23415/g41290/g41934/g4701/g258/g8714,12
GO:0043401,steroid hormone mediated signaling pathway,11/1803,79/18215,0.155171615636889,0.61222255624009,0.556835941280703,g20663/g25575/g38756/g15964/g13442/g27295/g22831/g41704/g14036/g5585/g31721,11
GO:0003774,motor activity,12/1803,88/18215,0.158299664057696,0.618937425234595,0.562943328796927,g20127/g24952/g12656/g26398/g34374/g22899/g23415/g41290/g41934/g4701/g258/g8714,12
GO:0005215,transporter activity,29/1803,242/18215,0.161826497600816,0.627077678203163,0.570347148499118,g24693/g16992/g11745/g11835/g12031/g12731/g34636/g35254/g26952/g27495/g33657/g23470/g41013/g41826/g4188/g4783/g13997/g611/g951/g8787/g9205/g9463/g10693/g10715/g6540/g6736/g29973/g30241/g30499,29
GO:0004722,protein serine/threonine phosphatase activity,4/1803,22/18215,0.167380191328499,0.637065607266012,0.579431488539303,g19861/g21713/g34425/g7030,4
GO:0015914,phospholipid transport,4/1803,22/18215,0.167380191328499,0.637065607266012,0.579431488539303,g19166/g12061/g40755/g31707,4
GO:0007010,cytoskeleton organization,6/1803,38/18215,0.16880770699445,0.637065607266012,0.579431488539303,g17059/g41341/g4464/g17997/g418/g9510,6
GO:0005694,chromosome,3/1803,15/18215,0.18009435165983,0.668042295900566,0.607605774830736,g24855/g15492/g30805,3
GO:0060271,cilium assembly,3/1803,15/18215,0.18009435165983,0.668042295900566,0.607605774830736,g14996/g14997/g29445,3
GO:0005234,extracellularly glutamate-gated ion channel activity,5/1803,31/18215,0.187504590079854,0.679160936989659,0.617718533522004,g25752/g26028/g33125/g37899/g13872,5
GO:0004435,phosphatidylinositol phospholipase C activity,4/1803,23/18215,0.187786434190689,0.679160936989659,0.617718533522004,g33472/g3933/g10245/g28361,4
GO:0048015,phosphatidylinositol-mediated signaling,4/1803,23/18215,0.187786434190689,0.679160936989659,0.617718533522004,g21879/g12279/g40759/g6795,4
GO:0008237,metallopeptidase activity,17/1803,138/18215,0.204346308622088,0.713991351186872,0.649397906124368,g21748/g16137/g16738/g11730/g12036/g12217/g34510/g34895/g35041/g22363/g23163/g23470/g36569/g36667/g36668/g14173/g570,17
GO:0009055,electron transfer activity,5/1803,32/18215,0.205433849953932,0.713991351186872,0.649397906124368,g21115/g38686/g18886/g1816/g2413,5
GO:0005681,spliceosomal complex,3/1803,16/18215,0.206365780695781,0.713991351186872,0.649397906124368,g34972/g35168/g35752,3
GO:0008484,sulfuric ester hydrolase activity,3/1803,16/18215,0.206365780695781,0.713991351186872,0.649397906124368,g21451/g26565/g2148,3
GO:0030173,integral component of Golgi membrane,3/1803,16/18215,0.206365780695781,0.713991351186872,0.649397906124368,g21550/g12184/g5906,3
GO:0003682,chromatin binding,4/1803,24/18215,0.20893295299708,0.713991351186872,0.649397906124368,g24855/g13949/g10260/g6642,4
GO:0019898,extrinsic component of membrane,4/1803,24/18215,0.20893295299708,0.713991351186872,0.649397906124368,g15935/g33802/g4274/g10428,4
GO:0007399,nervous system development,6/1803,41/18215,0.215733021532223,0.731469776132694,0.665295091073879,g34738/g22199/g22200/g9071/g9110/g2737,6
GO:0005096,GTPase activator activity,12/1803,95/18215,0.228294112072012,0.767458812893586,0.698028267851309,g19362/g19578/g41341/g41934/g37187/g418/g8622/g8827/g8828/g9087/g10863/g1952,12
GO:0006897,endocytosis,4/1803,25/18215,0.230710361685795,0.767458812893586,0.698028267851309,g16985/g40737/g15002/g6791,4
GO:0017017,MAP kinase tyrosine/serine/threonine phosphatase activity,3/1803,17/18215,0.233420652769478,0.767458812893586,0.698028267851309,g34852/g7683/g10789,3
GO:0043066,negative regulation of apoptotic process,3/1803,17/18215,0.233420652769478,0.767458812893586,0.698028267851309,g38218/g14801/g357,3
GO:0016887,ATPase activity,12/1803,96/18215,0.239194764416131,0.772241363238406,0.702378149925788,g21663/g25872/g12044/g41107/g37289/g37997/g3873/g1336/g5517/g5519/g5520/g2845,12
GO:0051536,iron-sulfur cluster binding,4/1803,26/18215,0.25300992099765,0.772241363238406,0.702378149925788,g38686/g37365/g1816/g2413,4
GO:0000155,phosphorelay sensor kinase activity,2/1803,10/18215,0.259956937033885,0.772241363238406,0.702378149925788,g25540/g17551,2
GO:0000160,phosphorelay signal transduction system,2/1803,10/18215,0.259956937033885,0.772241363238406,0.702378149925788,g25540/g17551,2
GO:0004383,guanylate cyclase activity,2/1803,10/18215,0.259956937033885,0.772241363238406,0.702378149925788,g33613/g37989,2
GO:0006182,cGMP biosynthetic process,2/1803,10/18215,0.259956937033885,0.772241363238406,0.702378149925788,g33613/g37989,2
GO:0016573,histone acetylation,2/1803,10/18215,0.259956937033885,0.772241363238406,0.702378149925788,g15269/g1008,2
GO:0019905,syntaxin binding,2/1803,10/18215,0.259956937033885,0.772241363238406,0.702378149925788,g30981/g31024,2
GO:0030010,establishment of cell polarity,2/1803,10/18215,0.259956937033885,0.772241363238406,0.702378149925788,g20622/g7802,2
GO:0034968,histone lysine methylation,2/1803,10/18215,0.259956937033885,0.772241363238406,0.702378149925788,g30805/g1603,2
GO:0042742,defense response to bacterium,2/1803,10/18215,0.259956937033885,0.772241363238406,0.702378149925788,g11748/g8800,2
GO:0043022,ribosome binding,2/1803,10/18215,0.259956937033885,0.772241363238406,0.702378149925788,g20588/g13265,2
