ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,28/4108,59/18215,2.15801323296565e-05,0.00101426621949385,0.000925157826190058,g25105/g38614/g15893/g16708/g12492/g35830/g35960/g27182/g27315/g27496/g27528/g23058/g23068/g40792/g41060/g41950/g36759/g4362/g4370/g4403/g7980/g662/g8558/g9001/g11107/g5096/g29912/g2201,28
GO:0070588,calcium ion transmembrane transport,32/4108,72/18215,3.04783785811483e-05,0.00131311014387114,0.00119774680739951,g21516/g21541/g24263/g24311/g25703/g38190/g38252/g38253/g38406/g39166/g39859/g13246/g13406/g34860/g35258/g35659/g35916/g27013/g37394/g37397/g37455/g15008/g15238/g7405/g7933/g1264/g8621/g9574/g9576/g31515/g28000/g2409,32
GO:0004674,protein serine/threonine kinase activity,57/4108,155/18215,4.01803733283788e-05,0.00159794253929014,0.00145755524300516,g19327/g20279/g21506/g21866/g24430/g24455/g24807/g24915/g25155/g25881/g38218/g38634/g38704/g39543/g11911/g11993/g12853/g13243/g35201/g35455/g36156/g26221/g26948/g27362/g27448/g32939/g33067/g33975/g40369/g40521/g41005/g36910/g37320/g4210/g4969/g14719/g15027/g15029/g7491/g7671/g7802/g17608/g18130/g139/g384/g8601/g8622/g9162/g9280/g10048/g10049/g6041/g31179/g30217/g2166/g2364/g2365,57
GO:0048786,presynaptic active zone,13/4108,20/18215,5.82829310832072e-05,0.00215230538357272,0.00196321452069751,g21501/g38481/g15597/g15843/g15844/g15845/g35051/g35052/g35053/g35860/g32525/g14376/g14377,13
GO:0007269,neurotransmitter secretion,10/4108,14/18215,0.000135660397079213,0.00467576168599688,0.00426497248361316,g21223/g21455/g21458/g39222/g13004/g34869/g34871/g14376/g14377/g10153,10
GO:0000398,mRNA splicing, via spliceosome,15/4108,27/18215,0.0002013689501554,0.00650673420189635,0.00593508484668546,g21099/g21261/g25561/g35752/g35858/g36002/g22354/g22432/g41958/g41978/g37352/g37353/g7809/g11310/g2302,15
GO:0043547,positive regulation of GTPase activity,13/4108,22/18215,0.000235392294349845,0.00715869506934529,0.00652976766989044,g39215/g16493/g35757/g26749/g22217/g40941/g41934/g37187/g37190/g8363/g8827/g8828/g2505,13
GO:0004970,ionotropic glutamate receptor activity,17/4108,33/18215,0.000259673263927224,0.00745839319168749,0.00680313580347347,g20231/g25085/g25752/g26028/g11695/g34916/g33125/g33195/g34260/g40323/g37899/g13872/g8029/g1398/g6757/g6805/g31888,17
GO:0006813,potassium ion transport,53/4108,152/18215,0.000347895665503638,0.00941430483090033,0.00858721075891957,g20674/g20675/g21014/g21062/g24467/g25540/g38234/g38237/g39395/g39428/g39429/g16245/g34665/g34784/g34882/g34987/g35153/g26371/g27266/g27378/g27449/g33104/g34108/g22943/g23311/g23814/g23850/g41621/g36947/g37009/g3887/g4468/g4499/g14947/g7484/g7562/g17551/g17793/g17908/g18888/g498/g631/g735/g736/g843/g8968/g9034/g5540/g5897/g29482/g29854/g2369/g2887,53
GO:0005234,extracellularly glutamate-gated ion channel activity,16/4108,31/18215,0.000382399229108137,0.00941430483090033,0.00858721075891957,g20231/g25085/g25752/g26028/g11695/g34916/g33125/g33195/g34260/g40323/g37899/g13872/g8029/g1398/g6805/g31888,16
GO:0007411,axon guidance,16/4108,31/18215,0.000382399229108137,0.00941430483090033,0.00858721075891957,g34738/g35713/g36234/g26562/g22199/g22200/g37542/g37543/g37665/g4279/g7719/g7720/g7722/g18351/g9510/g29543,16
GO:0006270,DNA replication initiation,8/4108,11/18215,0.0005633965724091,0.0132398194516139,0.0120766346621664,g25861/g12303/g35887/g27635/g13830/g10025/g31175/g29805,8
GO:0005249,voltage-gated potassium channel activity,36/4108,97/18215,0.000810737906228454,0.0179460727421406,0.0163694199093536,g20674/g20675/g21014/g24467/g25540/g38234/g38237/g39395/g39428/g39429/g16245/g34665/g34784/g34882/g34987/g35153/g26371/g27266/g22943/g23311/g23814/g23850/g41621/g37009/g3887/g4499/g7484/g17551/g18888/g498/g735/g736/g8968/g5897/g29482/g29854,36
GO:0017154,semaphorin receptor activity,14/4108,27/18215,0.000833086548958173,0.0179460727421406,0.0163694199093536,g21367/g21529/g21739/g38082/g38227/g38762/g38765/g38775/g35432/g35981/g35982/g26562/g4279/g29543,14
GO:0071526,semaphorin-plexin signaling pathway,13/4108,25/18215,0.00123299438500938,0.0254983238819939,0.0232581677677559,g21367/g21529/g21739/g38082/g38227/g38762/g38765/g38775/g35432/g35981/g35982/g26562/g29543,13
GO:0004143,diacylglycerol kinase activity,8/4108,12/18215,0.00135511956147602,0.0259480301215963,0.0236683650503413,g21132/g24506/g33425/g3548/g3874/g30746/g29013/g2868,8
GO:0007205,protein kinase C-activating G protein-coupled receptor signaling pathway,8/4108,12/18215,0.00135511956147602,0.0259480301215963,0.0236683650503413,g21132/g24506/g33425/g3548/g3874/g30746/g29013/g2868,8
GO:0008017,microtubule binding,44/4108,128/18215,0.00146627000838969,0.0270736283691953,0.0246950738255105,g19697/g20179/g38426/g39694/g39828/g39829/g16058/g16120/g16483/g16699/g12607/g12822/g12943/g35381/g26572/g27128/g27151/g34146/g22250/g22817/g23461/g23660/g23661/g23664/g23686/g23964/g40312/g41035/g41121/g41275/g41891/g37858/g14668/g7474/g8391/g1267/g9071/g9510/g10456/g5517/g5519/g5520/g5561/g2507,44
GO:0005230,extracellular ligand-gated ion channel activity,29/4108,78/18215,0.0024194386087244,0.0429624964770629,0.0391880248838933,g19151/g19152/g19170/g24589/g26026/g38655/g38730/g16788/g34030/g41322/g41325/g41327/g37535/g4561/g7116/g7117/g7692/g7694/g18404/g343/g11132/g11196/g30990/g31455/g31588/g32047/g2618/g2620/g2622,29
GO:0005086,ARF guanyl-nucleotide exchange factor activity,11/4108,21/18215,0.0027195965920427,0.0429624964770629,0.0391880248838933,g21553/g38863/g39070/g39215/g15879/g35757/g18342/g18678/g189/g32019/g29878,11
GO:0008021,synaptic vesicle,11/4108,21/18215,0.0027195965920427,0.0429624964770629,0.0391880248838933,g21223/g21455/g21458/g39064/g39222/g13004/g13349/g34869/g34871/g22521/g9287,11
GO:0032012,regulation of ARF protein signal transduction,11/4108,21/18215,0.0027195965920427,0.0429624964770629,0.0391880248838933,g21553/g38863/g39070/g39215/g15879/g35757/g18342/g18678/g189/g32019/g29878,11
GO:0005089,Rho guanyl-nucleotide exchange factor activity,36/4108,103/18215,0.00274228700917423,0.0429624964770629,0.0391880248838933,g20367/g21634/g24417/g39827/g39926/g15526/g16698/g12330/g13243/g35201/g35948/g32939/g22883/g40024/g41247/g41952/g37135/g37495/g37980/g37981/g4341/g4733/g4917/g4925/g7182/g18620/g8622/g9115/g9320/g5794/g6041/g31016/g29657/g28780/g1880/g1890,36
GO:0004713,protein tyrosine kinase activity,37/4108,108/18215,0.00356451708502628,0.052666035646614,0.0480390592887775,g19565/g25105/g38614/g15893/g16167/g16559/g16708/g12492/g35830/g35960/g27182/g27315/g27496/g27528/g27596/g33067/g22676/g23058/g23068/g40792/g41060/g41950/g36759/g4370/g4403/g7980/g18240/g662/g8558/g9001/g11107/g6340/g31222/g29912/g30248/g28838/g2201,37
GO:0045202,synapse,9/4108,16/18215,0.00356539893158895,0.052666035646614,0.0480390592887775,g21569/g38481/g15845/g35051/g26684/g26685/g37448/g4428/g2155,9
GO:0005388,calcium transmembrane transporter activity, phosphorylative mechanism,7/4108,11/18215,0.00407778947486562,0.0569788421217709,0.0519729640039771,g21541/g38406/g13246/g34860/g35916/g7933/g8621,7
GO:0007416,synapse assembly,7/4108,11/18215,0.00407778947486562,0.0569788421217709,0.0519729640039771,g38481/g15843/g15844/g15845/g35051/g35052/g10153,7
GO:0035023,regulation of Rho protein signal transduction,36/4108,107/18215,0.00558072011072424,0.0759271657169588,0.0692565819835031,g20367/g21634/g24417/g39827/g39926/g15526/g16698/g12330/g13243/g35201/g35948/g32939/g22883/g40024/g41247/g41952/g37135/g37495/g37980/g37981/g4341/g4733/g4917/g4925/g7182/g18620/g8622/g9115/g9320/g5794/g6041/g31016/g29657/g28780/g1880/g1890,36
GO:0006821,chloride transport,13/4108,29/18215,0.00644718685191421,0.0854665539087088,0.0779578869003391,g19152/g26026/g38982/g34186/g41327/g7117/g30990/g32047/g28615/g28993/g2594/g2618/g2924,13
GO:0004435,phosphatidylinositol phospholipase C activity,11/4108,23/18215,0.00664239819112285,0.0858529966202629,0.0783103786742905,g38619/g39368/g34915/g33472/g3933/g14144/g18778/g616/g1205/g10245/g28361,11
GO:0000166,nucleotide binding,111/4108,399/18215,0.00742842609291499,0.0931943461241357,0.0850067536671339,g19166/g19415/g19569/g19570/g19681/g19950/g20000/g20132/g20377/g20420/g21379/g21541/g24140/g24168/g24367/g25003/g25958/g26022/g26023/g38406/g38500/g38663/g39278/g39293/g39850/g16227/g16805/g12061/g13246/g34424/g34538/g34638/g34860/g34945/g34972/g35134/g35168/g35271/g35473/g35725/g35916/g27761/g33104/g33245/g22183/g22354/g22954/g40078/g40297/g40755/g40780/g40845/g40979/g41107/g41637/g41821/g41856/g41978/g36605/g36639/g36641/g36964/g37601/g37784/g4457/g13767/g13968/g14386/g14463/g14628/g14644/g14981/g15034/g15156/g15342/g7145/g7154/g7332/g7394/g7399/g7745/g7933/g18766/g346/g856/g876/g1229/g8621/g9158/g9682/g10800/g10821/g10834/g10872/g5231/g5452/g5540/g6228/g6536/g30680/g31013/g31198/g31300/g29647/g29805/g30019/g30157/g30203/g2302/g2369/g2882,111
GO:0008081,phosphoric diester hydrolase activity,26/4108,73/18215,0.00757091399847911,0.0931943461241357,0.0850067536671339,g38619/g39368/g16197/g12417/g34915/g26892/g33472/g40864/g41345/g36621/g37103/g37953/g3933/g4585/g14143/g14144/g14632/g18778/g616/g1205/g9192/g10245/g29735/g28139/g28361/g2501,26
GO:0034993,meiotic nuclear membrane microtubule tethering complex,7/4108,12/18215,0.00788952735361104,0.094857805623649,0.0865240698755874,g20666/g10469/g10471/g10472/g10473/g10474/g10969,7
GO:0005096,GTPase activator activity,32/4108,95/18215,0.00846573082739036,0.0994723372218368,0.0907331916428441,g19362/g19578/g19718/g24290/g25008/g38939/g16493/g13243/g35397/g26749/g22217/g40941/g41341/g41934/g36894/g37187/g37190/g37800/g6985/g7513/g8352/g8363/g418/g8622/g8827/g8828/g9087/g10863/g6167/g32192/g1952/g2652,32
GO:0008373,sialyltransferase activity,13/4108,30/18215,0.00906402738263563,0.104135603484947,0.0949867664893746,g21550/g16859/g12184/g27390/g27816/g27818/g27828/g4962/g15093/g8267/g9058/g9701/g5906,13
GO:0005452,inorganic anion exchanger activity,10/4108,21/18215,0.00991495321757808,0.109064485393359,0.09948262130963,g20544/g20546/g12031/g35252/g35253/g35254/g4188/g4494/g14285/g2780,10
GO:0005540,hyaluronic acid binding,10/4108,21/18215,0.00991495321757808,0.109064485393359,0.09948262130963,g21003/g16479/g16480/g34445/g41582/g41583/g3539/g9295/g9296/g6361,10
GO:0008076,voltage-gated potassium channel complex,23/4108,64/18215,0.0102873934759339,0.110803800563705,0.101069128886368,g21014/g24467/g38234/g38237/g39395/g39428/g39429/g16245/g34665/g34784/g34987/g35153/g26371/g23311/g23814/g23850/g17908/g18888/g498/g735/g736/g5897/g29854,23
GO:0005891,voltage-gated calcium channel complex,15/4108,37/18215,0.0107478864346054,0.113401169116142,0.103438305536052,g21516/g24263/g24311/g25703/g25704/g38190/g39166/g39859/g13406/g27013/g15008/g15238/g9574/g9576/g2409,15
GO:0006606,protein import into nucleus,6/4108,10/18215,0.0117668188114068,0.11698933318264,0.106711231326118,g24878/g24922/g16399/g4913/g13845/g5992,6
GO:0043022,ribosome binding,6/4108,10/18215,0.0117668188114068,0.11698933318264,0.106711231326118,g20227/g20588/g12308/g13265/g37303/g30425,6
GO:0043395,heparan sulfate proteoglycan binding,6/4108,10/18215,0.0117668188114068,0.11698933318264,0.106711231326118,g27179/g27181/g22440/g40791/g4619/g32005,6
GO:0005635,nuclear envelope,7/4108,13/18215,0.0137954909383023,0.133873649795475,0.122112175727116,g20666/g10469/g10471/g10472/g10473/g10474/g10969,7
GO:0051015,actin filament binding,22/4108,62/18215,0.013982934408038,0.133873649795475,0.122112175727116,g20666/g24952/g25071/g25072/g25237/g15959/g12627/g34677/g22863/g37207/g14348/g899/g9692/g10469/g10471/g10472/g10473/g10474/g10969/g31837/g28497/g28992,22
GO:0017048,Rho GTPase binding,9/4108,19/18215,0.0148536683261202,0.139624482265529,0.127357768614389,g19327/g19369/g26948/g1277/g10513/g31230/g31518/g1738/g1922,9
GO:0006260,DNA replication,21/4108,59/18215,0.0155276390231822,0.143353381696164,0.130759065458376,g20045/g21157/g24940/g25038/g26023/g35887/g27635/g22704/g40245/g40260/g40564/g13721/g13830/g7576/g18781/g10025/g5781/g31175/g29805/g28370/g2512,21
GO:0005488,binding,105/4108,385/18215,0.0161068802502847,0.146092229638547,0.133257291821376,g19362/g19369/g19578/g20777/g20779/g21775/g21879/g24756/g24878/g24922/g25583/g38253/g38704/g39684/g15635/g15820/g15949/g16412/g16511/g16522/g16793/g12004/g12279/g12283/g12424/g12494/g12606/g13265/g35258/g35328/g26303/g26378/g26379/g27566/g27570/g27721/g27790/g33446/g33894/g22738/g40759/g41121/g41472/g41762/g41814/g36407/g36429/g36789/g36800/g36981/g37187/g37190/g37303/g37514/g37871/g37879/g3519/g3930/g4800/g4913/g13845/g14894/g7042/g7287/g7300/g7396/g18150/g18302/g18330/g18342/g18479/g18588/g18678/g418/g924/g1277/g1356/g1554/g8735/g8942/g9377/g9802/g10310/g10466/g10513/g11267/g5992/g5993/g5994/g6324/g6345/g6483/g31174/g31230/g31518/g29745/g29878/g28112/g28353/g28948/g1738/g1922/g1943/g2505/g2877,105
GO:0051260,protein homooligomerization,25/4108,74/18215,0.0177791074960285,0.158479285783565,0.14455608272633,g21014/g38234/g39395/g39428/g39429/g16245/g34665/g34784/g34987/g35153/g22826/g23030/g23311/g23850/g41256/g36405/g7141/g18888/g196/g735/g814/g996/g8754/g5897/g29854,25
GO:0005262,calcium channel activity,11/4108,26/18215,0.0194017758793315,0.170012171688379,0.155075746546664,g38252/g38253/g35258/g35659/g37394/g37397/g37455/g7405/g1264/g31515/g28000,11
GO:0005085,guanyl-nucleotide exchange factor activity,30/4108,93/18215,0.0198631276998624,0.171153950347148,0.156117214202427,g20367/g21344/g24417/g39311/g11899/g12330/g13243/g35305/g36317/g32939/g22883/g40830/g41247/g37495/g4917/g4925/g14089/g14627/g7085/g18394/g18620/g418/g616/g8622/g9320/g6041/g6291/g31109/g31657/g29657,30
GO:0004129,cytochrome-c oxidase activity,10/4108,23/18215,0.0206513842707412,0.17502894537661,0.159651771411425,g38345/g12759/g34211/g7017/g18225/g18886/g393/g837/g10614/g6738,10
GO:0005852,eukaryotic translation initiation factor 3 complex,7/4108,14/18215,0.0222925156184829,0.182940167853264,0.166867953167591,g26601/g32787/g32916/g22738/g37303/g14409/g14644,7
GO:0016043,cellular component organization,7/4108,14/18215,0.0222925156184829,0.182940167853264,0.166867953167591,g19369/g1277/g10513/g31230/g31518/g1738/g1922,7
GO:0006810,transport,108/4108,407/18215,0.0314369821811957,0.253951871682472,0.231640921335126,g19151/g19152/g19170/g20546/g20781/g21663/g24589/g24649/g24892/g24907/g25059/g25872/g26026/g38414/g38655/g38730/g39064/g39085/g39208/g39291/g16404/g16565/g16788/g16992/g12031/g12731/g13408/g34636/g35254/g35311/g26898/g26952/g27333/g27472/g33503/g34030/g22284/g22447/g22461/g23470/g40494/g41322/g41325/g41327/g36744/g36830/g37068/g37535/g37616/g37617/g3921/g4188/g4411/g4494/g4561/g13795/g13948/g13997/g14285/g15132/g7116/g7117/g7379/g7465/g7680/g7692/g7694/g7957/g8306/g17542/g17905/g18404/g343/g611/g951/g9205/g9239/g9331/g9463/g10690/g10693/g10715/g11132/g11196/g6503/g6517/g6540/g30990/g31455/g31588/g32047/g32101/g29772/g29872/g30241/g30499/g28480/g28908/g29067/g1810/g2480/g2618/g2620/g2622/g2780/g2845/g2884/g3262,108
GO:0006814,sodium ion transport,20/4108,61/18215,0.0431404591501563,0.343132575086628,0.312986651000324,g39161/g34720/g35247/g26977/g26980/g27449/g33104/g33249/g22943/g23995/g41339/g37623/g4331/g7160/g7562/g5450/g5540/g30521/g2369/g2887,20
GO:0004714,transmembrane receptor protein tyrosine kinase activity,13/4108,36/18215,0.0452804661430578,0.349402999939715,0.318706187464099,g25105/g15893/g16708/g12492/g27528/g23058/g23068/g41950/g4403/g7980/g662/g9001/g29912,13
GO:0005245,voltage-gated calcium channel activity,13/4108,36/18215,0.0452804661430578,0.349402999939715,0.318706187464099,g21516/g24263/g24311/g25703/g39166/g39859/g13406/g27013/g15008/g15238/g9574/g9576/g2409,13
GO:0015031,protein transport,16/4108,47/18215,0.0480010468844914,0.364782809966778,0.332734803756727,g20781/g21532/g38896/g16153/g12335/g12606/g26719/g22217/g22914/g41814/g36744/g14894/g7042/g9186/g29767/g28908,16
GO:0030173,integral component of Golgi membrane,7/4108,16/18215,0.0486847463978872,0.364782809966778,0.332734803756727,g21550/g24274/g12184/g35222/g27390/g15093/g5906,7
GO:0006470,protein dephosphorylation,40/4108,139/18215,0.0512465839472473,0.375005173116377,0.342059080843198,g19861/g21040/g21064/g21486/g21713/g21877/g25115/g25153/g25395/g38229/g38713/g15566/g15880/g16623/g17272/g12323/g34425/g34852/g26426/g27163/g33706/g33973/g34148/g22783/g4276/g7030/g7361/g7683/g8326/g17589/g17928/g731/g1492/g8717/g9261/g9343/g9781/g10845/g11264/g5840,40
GO:0001525,angiogenesis,6/4108,13/18215,0.051499743309986,0.375005173116377,0.342059080843198,g26562/g27370/g34036/g4279/g1205/g29543,6
GO:0051225,spindle assembly,5/4108,10/18215,0.0527062618740628,0.378460241512367,0.345210604087429,g34146/g7335/g8580/g28222/g28657,5
GO:0007399,nervous system development,14/4108,41/18215,0.0604557729050144,0.425584421862417,0.388194687965719,g39527/g34738/g35713/g36228/g22199/g22200/g36997/g4723/g4823/g7759/g9071/g9110/g2689/g2737,14
GO:0051056,regulation of small GTPase mediated signal transduction,8/4108,20/18215,0.0609153717946206,0.425584421862417,0.388194687965719,g19362/g19578/g19718/g36894/g37800/g6985/g7513/g10863,8
GO:0008092,cytoskeletal protein binding,12/4108,34/18215,0.0627260009904526,0.431473645932433,0.39356651405422,g15935/g12108/g12483/g32796/g33802/g33973/g4274/g17997/g10428/g10999/g5406/g5408,12
GO:0043087,regulation of GTPase activity,10/4108,27/18215,0.0634274605239167,0.431473645932433,0.39356651405422,g19718/g21529/g22016/g35432/g22425/g37187/g9087/g10863/g6545/g2652,10
GO:0043401,steroid hormone mediated signaling pathway,24/4108,79/18215,0.0660383313077284,0.443400224494748,0.404445282650203,g19754/g21727/g38756/g15907/g15964/g12951/g13442/g34872/g34873/g35275/g27295/g22831/g23844/g41704/g13691/g14036/g7686/g279/g9499/g11211/g11391/g5585/g5880/g31721,24
GO:0005158,insulin receptor binding,7/4108,17/18215,0.0671189520184765,0.44487818196862,0.405793394119804,g11693/g7551/g10201/g10202/g28771/g28972/g2450,7
GO:0007268,chemical synaptic transmission,11/4108,31/18215,0.0705361759150129,0.452295476376898,0.412559041874887,g12015/g13349/g26684/g26685/g27284/g22521/g41645/g18680/g10153/g10605/g28361,11
GO:0008201,heparin binding,6/4108,14/18215,0.0734051640786131,0.452295476376898,0.412559041874887,g19710/g24606/g33773/g37416/g4723/g2689,6
GO:0042803,protein homodimerization activity,6/4108,14/18215,0.0734051640786131,0.452295476376898,0.412559041874887,g34715/g37448/g37555/g4441/g7619/g29853,6
GO:0051301,cell division,6/4108,14/18215,0.0734051640786131,0.452295476376898,0.412559041874887,g25384/g25861/g16699/g14687/g8391/g152,6
GO:0000775,chromosome, centromeric region,5/4108,11/18215,0.0791334350897351,0.452295476376898,0.412559041874887,g34684/g35754/g22718/g3530/g6419,5
GO:0004697,protein kinase C activity,5/4108,11/18215,0.0791334350897351,0.452295476376898,0.412559041874887,g20820/g24915/g35201/g15027/g384,5
GO:0004983,neuropeptide Y receptor activity,5/4108,11/18215,0.0791334350897351,0.452295476376898,0.412559041874887,g12872/g37846/g484/g8745/g3160,5
GO:0005496,steroid binding,5/4108,11/18215,0.0791334350897351,0.452295476376898,0.412559041874887,g19754/g22831/g7686/g11211/g31721,5
GO:0006885,regulation of pH,5/4108,11/18215,0.0791334350897351,0.452295476376898,0.412559041874887,g33249/g23995/g41339/g7160/g5450,5
GO:0015385,sodium:proton antiporter activity,5/4108,11/18215,0.0791334350897351,0.452295476376898,0.412559041874887,g33249/g23995/g41339/g7160/g5450,5
GO:0006820,anion transport,10/4108,28/18215,0.0794427220587303,0.452295476376898,0.412559041874887,g20544/g20546/g12031/g35252/g35253/g35254/g4188/g4494/g14285/g2780,10
GO:0018024,histone-lysine N-methyltransferase activity,8/4108,21/18215,0.0796110026117945,0.452295476376898,0.412559041874887,g20589/g12306/g12558/g7014/g9244/g6642/g30805/g1603,8
GO:0019882,antigen processing and presentation,8/4108,21/18215,0.0796110026117945,0.452295476376898,0.412559041874887,g35880/g17569/g1477/g28506/g28507/g28513/g29090/g29091,8
